"GEO_ID","NAME","B25001_001E","B25001_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","2709","99",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","2065","74",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1633","57",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2205","92",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1517","50",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1499","52",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1799","76",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1551","54",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2470","81",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1904","57",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2696","86",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2459","73",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1269","39",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1687","69",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1624","46",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1902","58",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","2935","95",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","2187","52",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1122","48",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","857","27",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2714","84",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1234","42",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","2156","51",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1800","48",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","3123","76",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1953","76",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","2111","52",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","3179","75",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1485","49",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","1495","39",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1272","28",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1139","25",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1277","58",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","2690","56",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","2020","63",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","1996","76",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1186","38",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","2102","48",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","1682","45",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","2314","45",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1373","77",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","2605","60",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","2589","55",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","2159","82",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1643","38",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1391","34",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","1830","67",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1162","53",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","914","51",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1183","32",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","1692","51",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","952","28",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","2081","89",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1204","29",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","2746","95",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","2623","91",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2721","114",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","2496","83",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1562","48",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","2158","86",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","4393","117",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","2180","63",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","2197","116",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1786","100",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1283","64",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","3466","168",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","2435","77",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","2900","83",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","2297","132",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","2695","119",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","2130","67",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1505","69",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1542","57",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","1934","56",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","2657","75",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","1945","65",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","1585","55",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","2309","44",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","1376","45",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","580","19",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","2611","72",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","1076","61",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","2881","66",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","1810","63",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","1636","49",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","1165","43",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","2018","137",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","2947","97",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","1402","57",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","2054","64",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","2147","57",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","1476","56",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","787","60",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","1434","36",
