"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1850","80","227","82","482","103","775","126","227","74","139","75","542","113","199","81","219","76","85","65","0","16","39","50","467","113","0","16","122","68","301","105","34","27","10","15","285","76","15","18","72","41","146","58","41","23","11","18","556","96","13","14","69","41","243","68","152","65","79","53",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2446","124","241","110","1055","209","882","179","212","97","56","53","834","176","134","80","575","182","125","89","0","16","0","16","575","148","31","34","171","107","308","123","65","44","0","16","452","163","15","22","197","117","191","103","49","41","0","16","585","163","61","80","112","83","258","118","98","79","56","53",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2127","163","256","130","898","191","739","202","203","85","31","28","537","187","154","118","336","155","36","33","11","19","0","16","389","151","42","53","107","93","142","73","98","72","0","16","334","107","28","34","140","75","130","78","24","26","12","26","867","170","32","47","315","131","431","173","70","44","19","26",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1182","76","88","72","335","98","559","111","163","75","37","41","234","93","7","12","169","74","28","22","0","11","30","38","398","93","37","50","53","33","237","85","71","50","0","11","253","108","0","11","85","72","144","62","17","19","7","12","297","91","44","48","28","44","150","82","75","53","0","11",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1537","106","160","102","814","152","475","115","76","54","12","19","544","110","35","29","483","111","26","24","0","11","0","11","388","121","25","31","131","72","217","78","15","28","0","11","347","132","79","88","143","88","82","60","43","49","0","11","258","111","21","30","57","70","150","103","18","28","12","19",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1575","60","27","33","643","126","671","117","144","68","90","71","382","86","20","31","307","81","55","38","0","11","0","11","467","101","0","11","201","86","237","75","29","23","0","11","311","76","7","12","75","52","175","64","41","33","13","23","415","78","0","11","60","45","204","78","74","56","77","66",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1833","97","32","26","557","134","863","136","271","89","110","63","418","95","11","13","307","85","91","64","9","15","0","16","646","118","11","17","149","78","412","102","65","35","9","16","322","87","0","16","43","50","158","63","98","50","23","25","447","84","10","17","58","38","202","83","99","68","78","63",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","2481","188","199","94","1059","224","923","197","251","159","49","48","951","216","174","92","653","183","89","83","0","16","35","40","826","207","13","22","364","182","314","112","121","84","14","25","466","169","0","16","0","16","353","151","113","133","0","16","238","117","12","22","42","61","167","110","17","28","0","16",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","1938","136","82","59","786","166","825","161","231","95","14","21","778","137","47","44","634","143","78","56","19","31","0","11","606","162","0","11","109","67","449","142","34","33","14","21","315","126","21","30","26","37","149","101","119","78","0","11","239","66","14","23","17","27","149","62","59","46","0","11",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","999","84","46","29","399","93","433","98","103","53","18","22","310","88","37","29","236","83","37","29","0","11","0","11","413","84","9","14","85","48","260","70","49","38","10","15","51","34","0","11","15","18","36","30","0","11","0","11","225","91","0","11","63","51","100","58","54","43","8","14",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","796","52","11","12","227","47","401","69","120","48","37","20","271","55","6","9","196","46","69","40","0","11","0","11","354","65","5","8","25","20","247","62","65","37","12","12","69","36","0","11","0","11","34","27","23","18","12","12","102","26","0","11","6","9","51","25","32","21","13","12",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2153","209","325","148","1168","233","526","155","73","77","61","53","1004","199","274","140","693","182","37","42","0","11","0","11","464","156","36","41","278","147","109","76","0","11","41","41","319","144","15","24","139","138","145","92","20","28","0","11","366","142","0","11","58","67","235","119","53","71","20","34",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1177","54","135","65","319","74","551","83","144","60","28","25","424","85","86","49","281","75","38","24","19","29","0","11","480","91","49","47","38","28","330","77","57","38","6","10","101","44","0","11","0","11","46","27","33","30","22","23","172","28","0","11","0","11","137","39","35","32","0","11",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","1885","109","202","84","609","120","735","120","319","92","20","24","817","133","160","80","483","114","89","52","85","58","0","11","698","109","36","33","126","57","450","95","86","39","0","11","153","61","6","10","0","11","52","29","95","58","0","11","217","51","0","11","0","11","144","51","53","40","20","24",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1759","67","182","78","982","129","456","108","101","40","38","30","932","134","124","59","721","129","87","57","0","11","0","11","522","116","42","45","165","70","279","87","36","24","0","11","185","68","16","17","68","50","65","34","25","22","11","16","120","51","0","11","28","33","25","26","40","27","27","26",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","2694","180","279","107","1311","169","842","172","193","86","69","61","1348","185","268","103","1066","171","0","16","0","16","14","23","750","206","11","22","126","70","546","190","49","39","18","43","201","116","0","16","119","96","20","33","45","54","17","26","395","106","0","16","0","16","276","108","99","57","20","28",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1860","71","50","31","905","132","746","111","120","60","39","26","849","118","21","21","699","125","121","74","8","13","0","11","708","128","10","17","180","73","444","100","54","37","20","22","206","62","19","19","26","28","107","51","45","36","9","15","97","31","0","11","0","11","74","24","13","20","10","15",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","1862","116","50","28","1071","141","620","127","76","43","45","33","1019","121","13","15","885","127","114","82","7","11","0","11","563","123","24","22","83","65","424","105","11","17","21","23","200","59","13","15","67","46","53","36","58","36","9","14","80","51","0","11","36","48","29","25","0","11","15","18",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","2952","133","67","38","1152","190","1240","188","355","118","138","93","1246","180","67","38","954","168","225","120","0","16","0","16","1117","177","0","16","144","76","755","170","194","105","24","39","212","103","0","16","54","59","71","53","68","54","19","30","377","75","0","16","0","16","189","84","93","57","95","82",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1401","72","34","42","609","108","513","114","152","68","93","44","576","107","34","42","462","102","80","52","0","11","0","11","395","91","0","11","92","53","217","63","73","43","13","16","213","74","0","11","55","46","80","48","66","43","12","16","217","57","0","11","0","11","136","66","13","31","68","36",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","1435","60","183","69","609","97","478","94","123","61","42","36","710","98","158","61","474","87","50","51","28","32","0","11","396","82","8","12","86","56","268","73","25","25","9","13","104","57","8","13","10","17","43","44","28","25","15","18","225","62","9","14","39","42","117","47","42","41","18","27",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1124","70","57","39","376","82","558","84","94","40","39","32","474","80","49","37","304","76","113","56","0","11","8","13","421","83","8","13","53","32","295","80","41","30","24","22","151","58","0","11","10","15","106","51","28","20","7","13","78","45","0","11","9","13","44","31","25","30","0","11",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1018","71","48","36","482","111","324","86","125","60","39","31","444","94","31","29","387","97","26","23","0","11","0","11","418","81","9","15","65","48","249","84","62","46","33","29","92","46","8","13","8","12","35","26","41","33","0","11","64","23","0","11","22","22","14","17","22","22","6","10",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1184","68","21","18","298","61","596","80","230","44","39","21","301","58","9","12","226","58","46","24","17","17","3","4","474","54","9","12","39","26","322","47","92","25","12","9","164","43","3","5","19","16","76","39","61","28","5","5","245","34","0","11","14","16","152","32","60","23","19","16",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","2577","111","105","86","1052","178","766","162","491","131","163","133","897","190","43","41","763","181","91","60","0","16","0","16","979","196","62","74","221","95","455","120","133","91","108","100","344","100","0","16","0","16","115","62","202","111","27","42","357","112","0","16","68","64","105","56","156","96","28","34",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","1667","129","126","82","912","135","545","120","57","34","27","26","459","114","68","49","353","104","38","32","0","11","0","11","607","120","58","66","179","94","330","101","22","23","18","22","267","121","0","11","125","99","135","75","7","11","0","11","334","102","0","11","255","94","42","42","28","27","9","14",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","1676","133","164","98","775","152","525","126","182","83","30","35","495","141","109","89","327","122","27","24","12","20","20","31","399","86","17","19","169","77","167","74","36","28","10","16","355","131","0","11","176","117","126","79","53","47","0","11","427","98","38","40","103","76","205","88","81","53","0","11",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1016","88","92","46","316","82","378","100","135","53","95","58","345","89","77","49","189","66","70","52","9","14","0","11","268","76","8","12","104","59","116","49","40","24","0","11","199","79","7","12","6","9","142","73","34","31","10","15","204","65","0","11","17","18","50","33","52","40","85","54",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","1804","146","61","49","768","160","653","133","179","70","143","81","764","161","43","39","562","148","120","80","0","11","39","62","550","125","0","11","120","60","305","85","118","58","7","6","254","104","18","28","86","86","85","55","48","38","17","24","236","60","0","11","0","11","143","61","13","22","80","59",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","1495","83","118","69","445","90","649","111","197","58","86","47","456","101","92","67","318","81","40","23","6","6","0","11","495","81","12","13","57","33","305","71","80","33","41","32","297","76","3","5","62","44","159","69","63","39","10","10","247","50","11","17","8","13","145","51","48","26","35","26",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","2085","143","89","58","568","134","1056","154","275","116","97","77","609","153","29","33","468","135","112","59","0","16","0","16","702","154","32","36","72","46","471","115","58","46","69","74","342","131","13","21","28","31","157","95","144","91","0","16","432","91","15","23","0","16","316","99","73","55","28","34",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1216","105","33","32","547","113","525","97","80","51","31","24","489","110","25","30","419","109","45","35","0","11","0","11","536","76","8","14","105","54","403","77","11","13","9","14","126","69","0","11","23","26","42","45","61","47","0","11","65","34","0","11","0","11","35","25","8","12","22","20",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","2531","104","68","69","1135","175","1106","179","190","99","32","31","868","195","16","26","760","199","92","67","0","16","0","16","1060","183","16","26","272","123","708","161","52","50","12","21","392","134","36","57","92","70","175","98","89","67","0","16","211","75","0","16","11","19","131","57","49","38","20","26",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","2256","182","58","49","939","199","907","194","162","89","190","104","778","203","42","42","607","191","117","103","12","21","0","16","799","193","16","26","227","137","409","154","43","42","104","93","301","111","0","16","69","56","162","94","49","51","21","24","378","111","0","16","36","45","219","83","58","54","65","58",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","2027","130","213","92","1005","175","642","142","110","74","57","46","1102","152","136","90","881","169","37","35","32","54","16","25","632","152","77","63","66","48","450","130","23","26","16","25","243","106","0","11","58","59","139","85","46","47","0","11","50","38","0","11","0","11","16","21","9","15","25","28",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1620","50","40","43","521","114","829","124","187","78","43","40","570","120","32","41","458","114","80","60","0","11","0","11","578","88","0","11","63","35","425","96","54","32","36","39","256","83","8","12","0","11","145","51","103","63","0","11","216","53","0","11","0","11","179","54","30","26","7","12",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1242","96","27","25","397","108","523","96","165","62","130","73","273","94","0","16","254","94","19","21","0","16","0","16","480","92","20","23","120","64","262","76","78","32","0","16","164","76","7","11","9","15","74","43","65","56","9","13","325","82","0","16","14","14","168","52","22","22","121","72",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","1515","105","118","61","684","115","469","116","192","75","52","28","496","110","39","28","358","94","62","50","37","38","0","11","603","115","55","41","209","83","284","71","55","41","0","11","204","90","24","33","49","39","81","63","50","36","0","11","212","59","0","11","68","46","42","31","50","35","52","28",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1075","82","80","71","500","106","364","78","83","50","48","30","376","109","48","49","274","98","16","17","31","33","7","11","296","84","0","11","83","66","203","66","0","11","10","16","132","73","0","11","68","63","30","29","24","28","10","16","271","93","32","48","75","62","115","45","28","26","21","23",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","783","67","43","33","266","49","319","51","140","42","15","11","196","50","21","25","133","43","35","19","7","8","0","11","301","56","4","6","90","32","142","34","55","30","10","10","68","30","0","11","9","12","29","19","30","25","0","11","218","43","18","22","34","29","113","38","48","23","5","7",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1111","58","8","12","324","68","709","72","51","35","19","22","328","72","8","12","272","63","48","33","0","11","0","11","448","70","0","11","28","24","408","66","12","19","0","11","226","68","0","11","16","16","152","51","39","30","19","22","109","37","0","11","8","14","101","36","0","11","0","11",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","1346","115","179","68","500","123","478","99","150","60","39","30","491","122","100","52","351","109","32","26","8","13","0","11","550","116","43","48","106","59","349","86","52","35","0","11","130","68","29","39","25","25","30","26","39","40","7","11","175","46","7","11","18","22","67","45","51","37","32","29",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","689","75","131","51","402","76","124","45","27","32","5","9","407","80","118","51","271","66","18","22","0","11","0","11","147","53","13","12","58","28","55","27","16","26","5","9","42","26","0","11","24","17","18","15","0","11","0","11","93","39","0","11","49","32","33","28","11","16","0","11",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","1891","114","393","102","1056","165","384","112","47","33","11","15","915","163","268","93","615","149","32","36","0","11","0","11","483","126","66","45","274","115","117","57","18","21","8","12","311","127","31","38","102","66","149","100","26","26","3","7","182","92","28","46","65","51","86","68","3","7","0","11",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","893","88","168","79","277","80","214","69","168","67","66","32","377","108","152","78","149","67","62","61","14","15","0","11","297","78","6","10","91","54","102","43","69","36","29","27","124","63","0","11","9","14","38","27","43","47","34","25","95","48","10","15","28","39","12","15","42","29","3","7",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","2590","167","13","22","1390","197","879","183","269","128","39","38","1225","191","13","22","1101","198","91","80","20","31","0","16","903","191","0","16","228","122","534","148","118","92","23","32","263","124","0","16","17","28","174","113","56","40","16","26","199","107","0","16","44","69","80","55","75","60","0","16",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","2472","146","295","114","951","210","942","159","253","111","31","50","1107","219","262","107","649","170","132","108","64","77","0","16","756","189","9","17","102","90","564","140","81","47","0","16","414","224","24","37","184","156","126","115","80","58","0","16","195","91","0","16","16","23","120","74","28","38","31","50",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2490","178","304","155","1705","200","431","143","14","23","36","48","1585","291","304","155","1236","234","45","44","0","11","0","11","696","180","0","11","327","129","319","120","14","23","36","48","181","140","0","11","127","128","54","49","0","11","0","11","28","34","0","11","15","27","13","21","0","11","0","11",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","2462","83","141","66","606","144","1204","179","375","106","136","69","505","129","31","35","410","124","64","51","0","16","0","16","1118","156","16","26","154","82","769","156","166","67","13","20","262","97","0","16","28","32","169","86","33","37","32","34","577","114","94","45","14","22","202","119","176","80","91","60",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1461","77","0","11","235","77","734","82","351","68","141","50","289","97","0","11","174","69","85","58","8","13","22","33","653","75","0","11","35","27","448","65","122","49","48","31","201","66","0","11","26","38","72","34","93","40","10","16","318","73","0","11","0","11","129","59","128","54","61","35",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","2143","89","77","48","586","114","944","160","490","146","46","46","761","146","37","30","498","116","161","110","65","69","0","11","736","154","25","31","54","49","475","132","182","114","0","11","366","113","15","25","34","43","164","95","153","76","0","11","280","98","0","11","0","11","144","89","90","58","46","46",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","3978","214","485","187","1405","275","1633","246","230","104","225","136","1132","260","321","155","568","199","139","87","32","36","72","85","1183","244","92","107","506","189","549","155","25","28","11","18","810","235","72","79","173","94","490","195","41","37","34","34","853","227","0","18","158","120","455","193","132","83","108","111",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","2067","97","17","24","335","107","1007","167","618","148","90","47","178","74","0","16","153","76","11","19","14","23","0","16","932","141","0","16","89","78","537","123","306","106","0","16","428","120","12","18","93","74","145","80","160","76","18","29","529","115","5","15","0","16","314","90","138","104","72","51",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","2149","138","0","16","372","130","1083","167","447","135","247","101","226","94","0","16","167","84","40","38","0","16","19","32","741","147","0","16","73","74","447","115","167","86","54","48","623","180","0","16","132","79","299","142","107","76","85","56","559","109","0","16","0","16","297","103","173","82","89","71",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1762","98","17","19","340","85","941","117","386","89","78","37","352","101","0","11","215","70","126","85","11","16","0","11","549","104","17","19","84","59","333","79","115","57","0","11","420","99","0","11","15","18","223","68","157","69","25","22","441","97","0","11","26","25","259","75","103","51","53","32",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1244","79","55","63","443","92","507","111","220","67","19","21","471","93","55","63","334","87","82","52","0","11","0","11","433","86","0","11","52","56","290","71","90","45","1","5","123","56","0","11","5","7","36","27","71","46","11","16","217","47","0","11","52","39","99","46","59","36","7","11",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","3325","194","94","91","971","195","1584","235","534","168","142","87","1052","230","42","33","638","165","217","119","93","113","62","49","1024","225","52","84","209","113","619","178","123","82","21","34","518","146","0","16","53","44","276","123","145","85","44","49","731","134","0","16","71","48","472","126","173","76","15","26",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","2145","152","93","76","643","173","861","169","349","99","199","80","514","178","64","66","427","171","23","33","0","16","0","16","927","176","17","33","180","117","532","137","144","66","54","44","234","108","12","19","19","30","128","87","68","51","7","12","470","90","0","16","17","29","178","61","137","75","138","75",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","2550","196","229","143","860","218","900","173","379","149","182","98","834","217","134","93","551","201","117","87","0","16","32","39","909","224","95","108","82","74","375","134","280","130","77","66","331","160","0","16","90","106","206","146","35","39","0","16","476","119","0","16","137","97","202","123","64","69","73","66",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","1915","192","136","114","716","203","561","161","403","160","99","78","512","187","28","40","356","159","83","68","45","56","0","16","661","205","67","84","171","88","242","94","99","78","82","75","247","123","0","16","33","39","131","104","83","59","0","16","495","173","41","60","156","110","105","81","176","126","17","28",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","2536","151","291","142","1117","204","901","182","194","101","33","41","1034","234","209","135","664","206","161","120","0","16","0","16","759","186","51","77","258","139","369","151","63","68","18","31","416","159","31","33","152","112","168","109","65","62","0","16","327","112","0","16","43","36","203","114","66","49","15","27",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","1302","171","307","113","529","140","329","122","113","76","24","32","472","121","167","84","223","95","56","51","26","41","0","11","266","108","90","60","88","59","88","55","0","11","0","11","138","57","9","13","64","45","40","31","25","34","0","11","426","101","41","48","154","84","145","88","62","56","24","32",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1268","109","251","98","599","129","328","98","36","30","54","64","393","93","77","58","273","92","43","43","0","11","0","11","352","123","79","67","142","89","85","61","27","27","19","29","223","105","57","50","63","51","68","65","0","11","35","58","300","121","38","47","121","84","132","69","9","14","0","11",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1360","109","410","112","679","109","255","83","16","16","0","11","758","138","307","104","420","111","25","32","6","10","0","11","266","93","34","27","133","81","97","45","2","5","0","11","92","71","21","32","61","60","7","12","3","6","0","11","244","99","48","53","65","52","126","65","5","11","0","11",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","1550","121","223","92","742","148","445","109","108","57","32","38","618","142","159","85","284","91","145","84","30","27","0","11","464","107","30","36","252","95","128","63","30","34","24","36","222","126","24","38","134","101","52","56","12","20","0","11","246","95","10","15","72","61","120","68","36","38","8","12",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","2031","194","417","174","765","237","734","202","79","57","36","44","775","215","156","111","467","184","131","103","0","16","21","35","591","150","105","88","186","114","263","145","37","30","0","16","260","144","0","16","89","87","129","96","42","49","0","16","405","96","156","121","23","38","211","125","0","16","15","26",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","1636","120","165","85","727","109","529","113","151","65","64","41","507","104","142","78","247","74","104","60","14","22","0","11","524","102","23","26","200","67","195","71","93","47","13","14","253","97","0","11","110","70","109","57","24","23","10","15","352","72","0","11","170","73","121","62","20","19","41","36",
