"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!No vehicle available","Margin of Error!!Total!!No vehicle available","Estimate!!Total!!1 vehicle available","Margin of Error!!Total!!1 vehicle available","Estimate!!Total!!2 vehicles available","Margin of Error!!Total!!2 vehicles available","Estimate!!Total!!3 vehicles available","Margin of Error!!Total!!3 vehicles available","Estimate!!Total!!4 or more vehicles available","Margin of Error!!Total!!4 or more vehicles available","Estimate!!Total!!1-person household","Margin of Error!!Total!!1-person household","Estimate!!Total!!1-person household!!No vehicle available","Margin of Error!!Total!!1-person household!!No vehicle available","Estimate!!Total!!1-person household!!1 vehicle available","Margin of Error!!Total!!1-person household!!1 vehicle available","Estimate!!Total!!1-person household!!2 vehicles available","Margin of Error!!Total!!1-person household!!2 vehicles available","Estimate!!Total!!1-person household!!3 vehicles available","Margin of Error!!Total!!1-person household!!3 vehicles available","Estimate!!Total!!1-person household!!4 or more vehicles available","Margin of Error!!Total!!1-person household!!4 or more vehicles available","Estimate!!Total!!2-person household","Margin of Error!!Total!!2-person household","Estimate!!Total!!2-person household!!No vehicle available","Margin of Error!!Total!!2-person household!!No vehicle available","Estimate!!Total!!2-person household!!1 vehicle available","Margin of Error!!Total!!2-person household!!1 vehicle available","Estimate!!Total!!2-person household!!2 vehicles available","Margin of Error!!Total!!2-person household!!2 vehicles available","Estimate!!Total!!2-person household!!3 vehicles available","Margin of Error!!Total!!2-person household!!3 vehicles available","Estimate!!Total!!2-person household!!4 or more vehicles available","Margin of Error!!Total!!2-person household!!4 or more vehicles available","Estimate!!Total!!3-person household","Margin of Error!!Total!!3-person household","Estimate!!Total!!3-person household!!No vehicle available","Margin of Error!!Total!!3-person household!!No vehicle available","Estimate!!Total!!3-person household!!1 vehicle available","Margin of Error!!Total!!3-person household!!1 vehicle available","Estimate!!Total!!3-person household!!2 vehicles available","Margin of Error!!Total!!3-person household!!2 vehicles available","Estimate!!Total!!3-person household!!3 vehicles available","Margin of Error!!Total!!3-person household!!3 vehicles available","Estimate!!Total!!3-person household!!4 or more vehicles available","Margin of Error!!Total!!3-person household!!4 or more vehicles available","Estimate!!Total!!4-or-more-person household","Margin of Error!!Total!!4-or-more-person household","Estimate!!Total!!4-or-more-person household!!No vehicle available","Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Estimate!!Total!!4-or-more-person household!!1 vehicle available","Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Estimate!!Total!!4-or-more-person household!!2 vehicles available","Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Estimate!!Total!!4-or-more-person household!!3 vehicles available","Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","2525","109","14","22","465","113","1227","198","528","146","291","122","417","112","0","16","299","108","77","53","31","34","10","17","1054","148","14","22","118","78","652","127","222","86","48","43","456","131","0","16","33","49","169","87","132","72","122","89","598","125","0","16","15","23","329","84","143","92","111","58",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1906","113","309","115","906","148","606","156","50","39","35","42","1152","165","292","110","805","153","41","38","14","22","0","11","619","150","17","27","73","58","505","144","24","35","0","11","100","79","0","11","28","32","60","65","12","19","0","11","35","42","0","11","0","11","0","11","0","11","35","42",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1589","59","122","53","631","106","621","105","171","70","44","31","663","105","122","53","493","95","41","42","0","11","7","11","463","97","0","11","107","56","261","71","74","51","21","23","179","68","0","11","19","21","114","57","46","33","0","11","284","77","0","11","12","19","205","77","51","43","16","18",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2087","105","270","136","1266","227","418","163","107","62","26","48","1120","211","166","117","926","217","14","22","14","23","0","11","660","186","38","40","252","140","322","147","48","41","0","11","216","101","66","57","88","95","35","40","27","42","0","11","91","61","0","11","0","11","47","48","18","23","26","48",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1475","79","0","11","383","94","714","124","251","78","127","62","418","90","0","11","353","92","62","41","0","11","3","5","704","107","0","11","24","20","450","92","174","66","56","50","170","67","0","11","3","5","72","43","56","40","39","30","183","66","0","11","3","6","130","67","21","17","29","26",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1353","81","23","24","749","134","491","124","78","53","12","16","611","109","14","20","534","112","53","40","10","15","0","11","455","113","0","11","149","76","280","91","26","27","0","11","133","70","9","14","17","21","98","65","9","15","0","11","154","62","0","11","49","51","60","31","33","33","12","16",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1743","77","63","55","918","134","600","126","135","61","27","40","827","123","10","16","697","113","94","52","26","31","0","11","475","151","45","51","98","78","312","127","20","23","0","11","252","94","8","12","75","56","82","52","60","45","27","40","189","82","0","11","48","54","112","69","29","35","0","11",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1276","93","56","50","457","110","539","115","193","75","31","23","325","110","40","46","219","88","33","26","33","48","0","11","445","113","8","12","112","79","254","90","63","38","8","13","218","75","0","11","92","65","64","36","56","41","6","10","288","82","8","12","34","43","188","67","41","31","17","17",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2263","136","210","100","1125","222","491","142","336","162","101","71","893","197","136","67","683","203","58","48","16","25","0","16","498","130","12","21","219","80","167","87","78","84","22","34","271","124","0","16","55","57","135","109","81","78","0","16","601","128","62","75","168","96","131","76","161","105","79","62",
