"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","1944","227","116","96","946","227","583","170","239","154","60","55","820","203","87","97","625","202","108","85","0","17","0","17","557","205","29","37","168","123","355","152","0","17","5","11","166","112","0","17","41","53","49","46","70","87","6","13","401","157","0","17","112","92","71","87","169","119","49","53",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1864","266","179","72","433","113","624","144","293","142","335","240","503","138","114","54","137","71","179","99","29","45","44","55","467","129","37","49","152","85","189","90","70","56","19","21","358","135","28","28","91","62","100","55","139","111","0","17","536","226","0","17","53","43","156","65","55","50","272","231",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2292","209","104","72","1053","209","775","243","292","144","68","52","1034","234","90","60","715","214","176","124","53","82","0","17","756","235","8","12","211","131","431","197","65","63","41","39","239","129","0","17","127","119","67","59","45","53","0","17","263","150","6","30","0","17","101","94","129","108","27","31",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2423","427","401","168","947","320","626","315","317","167","132","107","731","199","227","142","468","172","15","23","21","27","0","17","527","187","85","92","245","156","95","56","70","67","32","36","230","142","0","17","125","126","83","76","22","26","0","17","935","379","89","101","109","176","433","296","204","156","100","101",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1073","133","58","52","289","99","516","127","150","73","60","57","203","89","0","12","139","79","48","37","0","12","16","26","365","127","39","43","64","44","205","96","57","51","0","12","243","92","0","12","64","68","117","71","62","33","0","12","262","120","19","32","22","26","146","81","31","37","44","53",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1426","140","195","104","841","194","294","135","68","69","28","38","499","113","101","75","379","122","19","23","0","12","0","12","399","166","0","12","234","136","165","107","0","12","0","12","198","112","94","76","64","63","13","22","27","31","0","12","330","142","0","12","164","113","97","82","41","59","28","38",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","2069","516","226","303","819","396","679","182","279","147","66","58","644","369","19","30","540","368","72","57","13","22","0","17","662","309","207","287","130","79","306","105","19","21","0","17","331","149","0","17","104","89","71","41","109","114","47","45","432","135","0","17","45","37","230","133","138","82","19","29",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1837","168","73","62","404","109","761","159","453","155","146","69","387","109","9","17","333","105","34","24","11","16","0","17","545","149","0","17","34","30","343","138","137","77","31","37","308","105","26","40","14","23","131","69","98","56","39","33","597","130","38","45","23","25","253","81","207","121","76","51",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","2680","294","359","233","1420","301","585","244","293","166","23","39","1111","263","304","225","654","211","153","148","0","17","0","17","675","270","55","85","376","242","166","87","55","58","23","39","591","264","0","17","349","209","143","125","99","121","0","17","303","140","0","17","41","63","123","125","139","101","0","17",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","1810","160","109","97","830","187","731","184","103","68","37","49","690","171","63","71","588","166","39","46","0","12","0","12","667","176","0","12","150","77","481","162","12","21","24","40","191","111","0","12","58","68","81","60","39","41","13","26","262","109","46","69","34","44","130","102","52","56","0","12",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1206","398","57","50","393","88","356","100","387","427","13","15","238","69","57","50","157","54","24","23","0","12","0","12","385","90","0","12","120","64","219","87","46","34","0","12","77","46","0","12","36","33","32","27","9","11","0","12","506","423","0","12","80","50","81","57","332","424","13","15",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","845","117","4","7","248","112","401","64","156","62","36","24","211","54","4","7","137","41","64","27","0","12","6","10","351","63","0","12","27","24","236","52","85","36","3","5","91","47","0","12","25","24","32","25","34","42","0","12","192","90","0","12","59","90","69","30","37","30","27","24",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2306","209","235","123","1275","246","603","225","116","116","77","64","1229","246","212","120","942","245","59","78","16","24","0","17","612","255","23","28","206","154","375","197","8","16","0","17","136","118","0","17","60","73","73","76","3","5","0","17","329","147","0","17","67","79","96","79","89","110","77","64",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1334","308","157","85","506","306","504","110","134","65","33","27","632","315","56","36","475","315","85","57","7","11","9","17","465","109","94","77","19","20","282","84","70","51","0","12","137","67","7","10","0","12","75","42","38","46","17","19","100","44","0","12","12","18","62","34","19","19","7","10",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","2518","375","163","114","1078","324","953","197","269","107","55","58","961","245","115","103","745","221","74","63","27","44","0","17","1182","317","48","58","333","240","763","192","38","37","0","17","189","96","0","17","0","17","42","35","110","73","37","51","186","59","0","17","0","17","74","44","94","60","18","30",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1673","214","130","61","1028","164","384","150","90","42","41","34","1134","175","112","59","909","162","113","85","0","12","0","12","380","140","8","14","95","68","232","122","23","22","22","27","78","49","10","15","18","23","16","18","23","25","11","16","81","42","0","12","6","11","23","22","44","36","8","12",
"1400000US18097320205","Census Tract 3202.05, Marion County, Indiana","1213","137","19","23","720","179","359","139","54","57","61","57","678","151","19","23","610","154","29","43","0","12","20","34","395","111","0","12","102","61","293","123","0","12","0","12","99","79","0","12","8","13","37","52","54","57","0","12","41","48","0","12","0","12","0","12","0","12","41","48",
"1400000US18097320206","Census Tract 3202.06, Marion County, Indiana","1447","367","223","110","791","352","183","148","202","113","48","41","839","371","144","83","610","340","85","140","0","12","0","12","221","85","47","54","88","64","73","49","13","21","0","12","137","98","0","12","36","55","25","41","76","70","0","12","250","47","32","47","57","51","0","12","113","81","48","41",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1829","207","0","12","844","201","816","155","92","51","77","55","877","188","0","12","663","189","214","95","0","12","0","12","654","124","0","12","168","81","390","89","49","37","47","51","102","48","0","12","0","12","58","37","26","23","18","21","196","103","0","12","13","20","154","94","17","27","12","19",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","1663","139","82","64","879","151","613","132","82","50","7","12","836","142","40","52","732","139","64","55","0","12","0","12","573","129","22","23","78","53","464","130","9","14","0","12","198","91","0","12","51","55","67","64","73","49","7","12","56","34","20","25","18","18","18","19","0","12","0","12",
"1400000US18097320305","Census Tract 3203.05, Marion County, Indiana","1053","119","18","32","228","94","630","132","154","87","23","28","216","88","18","32","151","81","30","37","17","27","0","12","453","151","0","12","58","49","313","128","82","67","0","12","85","65","0","12","0","12","67","56","18","31","0","12","299","73","0","12","19","30","220","87","37","36","23","28",
"1400000US18097320306","Census Tract 3203.06, Marion County, Indiana","2282","312","114","82","1225","340","825","170","62","45","56","35","1241","318","101","79","1038","326","102","92","0","12","0","12","724","146","0","12","152","94","562","135","10","17","0","12","169","69","13","20","35","54","47","32","36","34","38","31","148","59","0","12","0","12","114","57","16","22","18","27",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1496","231","35","39","778","188","488","129","130","74","65","54","704","208","35","39","609","191","55","44","0","12","5","11","526","146","0","12","147","114","297","116","44","35","38","36","112","62","0","12","22","35","45","41","45","43","0","12","154","84","0","12","0","12","91","65","41","38","22","37",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","1425","188","152","52","569","183","571","132","106","49","27","27","520","91","120","48","361","94","28","26","11","19","0","12","559","188","14","21","157","146","338","118","41","29","9","14","118","49","10","16","5","8","53","41","32","28","18","20","228","60","8","13","46","35","152","65","22","19","0","12",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1090","107","14","15","233","70","596","103","185","83","62","42","404","77","14","15","215","66","130","57","19","24","26","30","429","77","0","12","8","14","334","72","57","40","30","29","189","86","0","12","10","14","77","52","102","73","0","12","68","75","0","12","0","12","55","72","7","13","6","9",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1130","125","16","18","610","119","371","102","68","49","65","66","660","128","16","18","574","126","61","46","9","14","0","12","257","85","0","12","28","23","180","71","25","25","24","40","124","70","0","12","8","14","85","58","31","39","0","12","89","52","0","12","0","12","45","35","3","5","41","50",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1177","112","27","16","199","46","623","53","276","104","52","17","248","47","14","12","156","44","71","29","7","10","0","12","525","112","10","10","28","17","310","44","158","100","19","10","167","42","2","4","11","12","101","37","32","18","21","12","237","31","1","3","4","9","141","29","79","28","12","9",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","2455","254","18","29","860","204","1131","233","426","221","20","41","728","196","18","29","633","185","77","62","0","17","0","17","754","170","0","17","112","85","548","156","82","57","12","22","584","255","0","17","3","14","368","181","205","185","8","25","389","161","0","17","112","104","138","109","139","102","0","17",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","1597","217","98","55","829","176","494","144","147","99","29","31","575","150","70","61","456","140","49","40","0","12","0","12","558","148","0","12","205","97","280","103","63","66","10","13","261","147","0","12","99","82","106","91","37","51","19","30","203","93","28","43","69","52","59","36","47","50","0","12",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","1843","393","83","63","1004","368","409","179","241","112","106","80","525","169","18","21","421","162","52","79","18","27","16","26","271","102","0","17","109","68","143","76","13","20","6","11","529","352","39","50","319","330","71","60","100","87","0","17","518","140","26","33","155","91","143","95","110","69","84","78",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1106","223","88","68","340","224","371","136","209","136","98","83","326","202","62","56","223","202","23","29","18","22","0","12","318","94","26","34","57","60","213","99","6","11","16","27","261","104","0","12","60","64","67","59","124","99","10","16","201","116","0","12","0","12","68","51","61","96","72","74",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","1778","303","38","30","548","137","842","291","211","91","139","79","659","124","24","20","424","114","157","87","18","21","36","57","410","140","0","17","37","33","293","110","58","48","22","26","165","85","14","22","24","35","23","25","79","72","25","28","544","302","0","17","63","81","369","275","56","63","56","49",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","1464","156","82","56","375","96","537","97","318","139","152","74","499","84","82","56","267","73","108","45","23","21","19","29","434","82","0","12","56","32","206","58","110","46","62","54","297","146","0","12","32","26","102","49","148","133","15","16","234","61","0","12","20","27","121","53","37","22","56","33",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","1925","279","33","38","394","129","1023","199","447","265","28","35","338","115","15","24","281","105","18","19","24","36","0","12","867","165","18","28","113","80","634","162","102","90","0","12","379","166","0","12","0","12","193","137","186","99","0","12","341","197","0","12","0","12","178","79","135","191","28","35",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1409","150","40","32","558","141","697","138","109","56","5","8","562","130","28","25","470","134","64","59","0","12","0","12","581","97","8","12","63","41","461","90","44","28","5","8","239","106","0","12","25","23","155","101","59","43","0","12","27","32","4","7","0","12","17","31","6","9","0","12",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","2492","326","75","67","992","249","1243","263","135","99","47","46","959","220","40","50","777","211","133","88","9","14","0","17","1121","274","35","41","135","84","899","258","52","80","0","17","181","91","0","17","23","27","90","73","56","45","12","21","231","84","0","17","57","61","121","54","18","31","35","41",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","2359","315","58","55","877","198","1098","324","174","87","152","77","812","187","24","35","616","175","172","104","0","17","0","17","752","237","0","17","121","96","575","232","12","23","44","51","243","120","13","23","20","27","129","97","62","67","19","24","552","188","21","34","120","94","222","176","100","70","89","49",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","2079","208","158","102","882","185","863","150","155","114","21","26","966","170","158","102","724","147","37","38","35","53","12","20","796","172","0","12","51","62","673","124","72","94","0","12","192","96","0","12","47","54","123","95","22","42","0","12","125","47","0","12","60","59","30","32","26","38","9","15",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1457","131","0","12","462","88","816","158","158","59","21","22","395","91","0","12","344","86","43","39","8","12","0","12","689","114","0","12","118","61","480","110","70","45","21","22","158","59","0","12","0","12","108","46","50","31","0","12","215","106","0","12","0","12","185","112","30","25","0","12",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1245","172","14","21","396","123","574","173","171","78","90","48","364","117","14","21","290","113","51","40","9","15","0","17","432","135","0","17","101","70","265","95","66","52","0","17","129","68","0","17","0","17","50","35","65","57","14","16","320","128","0","17","5","9","208","121","31","20","76","45",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","1376","327","27","28","627","143","553","284","135","71","34","31","494","130","15","19","424","114","55","44","0","12","0","12","509","288","0","12","82","54","340","272","70","47","17","24","250","97","12","20","104","73","98","62","35","38","1","2","123","50","0","12","17","19","60","39","30","38","16","18",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","904","106","75","48","262","86","387","119","105","53","75","48","255","78","50","45","205","83","0","12","0","12","0","12","205","92","7","11","29","34","146","91","14","17","9","14","188","67","12","21","8","11","115","66","53","34","0","12","256","63","6","11","20","24","126","66","38","34","66","50",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","871","87","14","22","329","74","424","90","83","32","21","15","226","70","14","22","180","65","32","27","0","12","0","12","359","72","0","12","95","36","209","68","43","23","12","13","135","46","0","12","44","28","64","34","22","20","5","7","151","41","0","12","10","12","119","37","18","14","4","6",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1010","143","5","9","191","67","680","164","102","46","32","44","224","78","0","12","170","63","54","46","0","12","0","12","466","158","5","9","16","18","406","153","7","12","32","44","225","89","0","12","5","8","142","75","78","47","0","12","95","30","0","12","0","12","78","29","17","19","0","12",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","1526","271","93","61","789","212","428","131","146","67","70","57","840","262","67","57","667","209","96","115","10","15","0","12","457","115","8","12","95","50","275","94","79","44","0","12","125","75","11","15","13","19","14","17","43","38","44","55","104","45","7","11","14","20","43","27","14","20","26","32",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","805","99","201","68","398","94","127","45","71","48","8","11","468","94","159","59","302","85","1","2","6","9","0","12","185","50","17","15","66","39","72","28","22","19","8","11","82","57","0","12","22","26","28","29","32","40","0","12","70","29","25","28","8","14","26","21","11","17","0","12",
"1400000US18097322601","Census Tract 3226.01, Marion County, Indiana","1024","122","306","108","460","141","231","108","22","30","5","10","456","132","165","94","266","101","25","40","0","12","0","12","356","112","120","84","131","81","83","59","22","30","0","12","72","52","10","16","14","22","43","43","0","12","5","10","140","91","11","17","49","51","80","80","0","12","0","12",
"1400000US18097322602","Census Tract 3226.02, Marion County, Indiana","850","158","46","46","460","81","221","108","116","114","7","11","433","72","10","17","389","75","11","17","23","35","0","12","238","117","25","39","35","35","160","102","18","20","0","12","144","123","0","12","27","45","50","50","67","105","0","12","35","29","11","16","9","14","0","12","8","14","7","11",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","744","125","109","91","292","94","193","80","94","49","56","33","255","140","93","88","127","75","35","47","0","12","0","12","325","89","8","14","145","74","105","55","44","31","23","22","67","40","0","12","8","15","6","11","32","27","21","25","97","59","8","12","12","19","47","48","18","23","12","18",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","2337","295","50","43","1225","182","883","310","164","89","15","22","1039","172","50","43","885","173","93","98","11","19","0","12","937","299","0","12","210","130","632","290","95","92","0","12","279","111","0","12","119","102","108","66","37","45","15","22","82","67","0","12","11","21","50","60","21","36","0","12",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","2577","483","259","153","1245","307","782","411","282","90","9","14","1410","294","259","153","965","291","164","125","22","28","0","12","713","405","0","12","139","102","536","394","38","32","0","12","211","118","0","12","114","112","54","65","43","45","0","12","243","82","0","12","27","53","28","43","179","68","9","14",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2413","270","385","167","1200","246","777","266","23","34","28","44","1466","300","355","160","981","226","130","111","0","12","0","12","693","317","30","34","204","176","431","228","0","12","28","44","70","66","0","12","0","12","70","66","0","12","0","12","184","124","0","12","15","28","146","121","23","34","0","12",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","2412","273","51","44","723","288","1017","183","434","120","187","100","725","301","38","41","473","290","158","93","56","69","0","17","1108","180","0","17","168","95","681","143","214","80","45","57","252","138","10","18","64","85","69","55","79","52","30","45","327","117","3","11","18","27","109","63","85","73","112","64",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1676","285","0","12","251","119","1031","292","228","64","166","77","373","131","0","12","198","113","135","58","30","30","10","16","707","226","0","12","45","43","513","227","74","43","75","53","162","55","0","12","0","12","117","49","45","32","0","12","434","203","0","12","8","13","266","199","79","34","81","55",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","2160","228","44","55","817","240","1030","172","213","102","56","73","648","145","29","39","344","96","228","133","0","12","47","71","834","206","0","12","224","168","561","129","40","49","9","14","376","137","0","12","89","79","163","99","124","80","0","12","302","237","15","24","160","222","78","55","49","42","0","12",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","1970","179","23","28","225","99","1072","168","517","156","133","74","267","99","10","17","202","97","55","54","0","17","0","17","917","173","13","22","0","17","672","152","204","98","28","32","271","99","0","17","23","36","114","79","71","51","63","60","515","148","0","17","0","17","231","90","242","127","42","44",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","2489","644","12","23","323","111","1037","202","831","650","286","154","171","80","12","23","127","63","32","56","0","17","0","17","1125","642","0","17","90","61","423","144","586","652","26","35","659","237","0","17","106","82","440","218","77","65","36","41","534","154","0","17","0","17","142","109","168","115","224","141",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1841","243","44","46","338","106","759","150","574","256","126","65","371","111","27","41","246","92","73","49","25","36","0","17","555","134","17","20","29","26","326","105","183","106","0","17","321","78","0","17","47","43","149","51","82","47","43","29","594","225","0","17","16","17","211","79","284","231","83","60",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1243","168","10","15","460","127","554","127","151","62","68","51","446","131","10","15","409","125","14","18","13","24","0","12","486","113","0","12","45","25","392","109","49","41","0","12","98","53","0","12","0","12","31","39","58","34","9","14","213","80","0","12","6","12","117","59","31","18","59","51",
"1400000US18097330210","Census Tract 3302.10, Marion County, Indiana","2181","376","120","120","637","206","1118","353","198","100","108","83","376","128","17","30","263","116","39","44","57","59","0","17","810","386","69","106","243","172","498","323","0","17","0","17","438","174","0","17","41","49","281","160","99","75","17","26","557","171","34","47","90","104","300","170","42","40","91","79",
"1400000US18097330211","Census Tract 3302.11, Marion County, Indiana","1897","183","389","197","847","249","403","137","186","122","72","71","786","225","308","173","370","174","89","75","0","12","19","40","500","213","71","86","265","173","142","88","22","35","0","12","202","114","0","12","174","107","20","26","0","12","8","19","409","152","10","21","38","46","152","114","164","117","45","55",
"1400000US18097330212","Census Tract 3302.12, Marion County, Indiana","1714","248","101","125","328","123","802","254","395","128","88","65","357","135","35","53","240","112","36","40","14","24","32","51","696","221","0","12","79","63","499","214","118","101","0","12","240","162","66","111","9","17","101","102","64","57","0","12","421","137","0","12","0","12","166","123","199","81","56","48",
"1400000US18097330213","Census Tract 3302.13, Marion County, Indiana","1604","333","37","49","528","351","665","145","215","120","159","106","381","146","37","49","275","118","69","73","0","12","0","12","475","148","0","12","45","47","351","132","60","55","19","31","405","346","0","12","208","328","55","70","68","60","74","88","343","107","0","12","0","12","190","81","87","83","66","50",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","2195","230","0","17","565","157","1125","226","355","153","150","115","426","160","0","17","335","151","91","53","0","17","0","17","1011","209","0","17","179","125","573","176","243","134","16","27","217","89","0","17","51","57","82","62","61","50","23","31","541","134","0","17","0","17","379","113","51","46","111","107",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","2704","372","122","96","999","358","930","236","525","262","128","89","1038","337","88","89","695","312","161","142","9","14","85","68","1025","230","34","40","190","116","497","178","268","125","36","54","204","128","0","17","57","88","107","100","40","44","0","17","437","261","0","17","57","70","165","112","208","227","7","12",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","2449","698","495","615","833","199","755","269","266","117","100","80","871","638","484","615","263","148","124","91","0","17","0","17","691","266","6","13","140","94","463","245","50","57","32","46","237","124","5","15","53","74","34","41","111","95","34","52","650","161","0","17","377","94","134","113","105","74","34","47",
