"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","1961","338","1814","329","1791","329","23","34","21","35","0","13","0","13","0","13","2","4","17","30","17","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","36","17","30","85","63",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","2409","627","2132","546","1659","297","473","361","456","361","17","29","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","36","0","13","0","13","0","13","64","105","184","77",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","2756","524","2508","517","2370","542","138","132","138","132","0","13","0","13","0","13","0","13","34","39","0","13","0","13","0","13","0","13","34","39","0","13","0","13","0","13","141","136","0","13","73","85",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","2049","274","1635","235","1477","237","158","93","104","73","54","43","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","19","17","18","377","155",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","1391","198","1207","201","1188","205","19","33","19","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","41","61","0","13","143","89",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","2182","487","1930","384","1672","275","258","199","258","199","0","13","0","13","0","13","0","13","33","48","33","48","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","106","166","113","72",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","3366","559","2791","469","2641","464","150","108","101","87","49","57","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","575","251",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","382","91","233","64","218","61","15","20","15","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","149","55",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","2370","296","2058","289","1977","285","81","72","70","69","11","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","24","0","13","42","51","0","13","23","39","231","93",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","1899","335","1651","316","1579","318","72","57","42","46","13","20","17","30","0","13","0","13","29","47","29","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","19","0","13","209","117",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","3054","631","2632","659","2404","669","228","100","142","97","56","47","30","33","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","1","13","0","18","47","43","374","223",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","3152","386","3000","381","2411","331","589","295","442","274","59","68","88","122","0","18","0","18","107","96","107","96","0","18","0","18","0","18","0","18","0","18","0","18","0","18","21","32","0","18","24","30",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","3476","754","3218","748","2927","740","291","165","267","161","24","40","0","18","0","18","0","18","2","5","2","5","0","18","0","18","0","18","0","18","0","18","0","18","0","18","45","105","0","18","211","197",
