"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","3625","278","3262","301","3071","277","191","107","151","93","40","38","0","16","0","16","0","16","11","16","11","16","0","16","0","16","0","16","0","16","0","16","11","17","15","23","15","24","21","33","290","109",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1816","247","1759","255","1643","292","116","103","95","100","21","36","0","11","0","11","0","11","13","19","13","19","0","11","0","11","0","11","0","11","0","11","0","11","16","28","0","11","18","31","10","15",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","2056","191","1910","171","1845","164","65","56","65","56","0","11","0","11","0","11","0","11","34","45","34","45","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","46","71","57","51",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2205","269","2082","284","1965","293","117","116","117","116","0","11","0","11","0","11","0","11","14","22","14","22","0","11","0","11","0","11","0","11","0","11","0","11","0","11","31","38","69","80","9","16",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1847","225","1734","222","1634","232","100","75","100","75","0","11","0","11","0","11","0","11","13","19","13","19","0","11","0","11","0","11","0","11","0","11","11","18","0","11","0","11","9","12","80","52",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1764","160","1676","169","1542","194","134","72","121","68","0","11","0","11","0","11","13","19","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","35","46","53","35",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1964","293","1919","306","1838","303","81","60","64","63","0","11","4","11","0","11","13","20","19","22","10","16","0","11","9","14","0","11","0","11","0","11","0","11","0","11","18","29","8","13","0","11",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","2076","289","2011","286","1595","231","416","231","256","143","17","19","96","152","0","11","47","70","10","15","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","20","27","0","11","35","30",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2378","395","2234","398","1724","297","510","275","466","252","44","71","0","16","0","16","0","16","81","83","81","83","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","63","55",
