"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation:","Margin of Error!!Total:!!Public transportation:","Estimate!!Total:!!Public transportation:!!Bus","Margin of Error!!Total:!!Public transportation:!!Bus","Estimate!!Total:!!Public transportation:!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation:!!Subway or elevated rail","Estimate!!Total:!!Public transportation:!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation:!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation:!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation:!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation:!!Ferryboat","Margin of Error!!Total:!!Public transportation:!!Ferryboat","Estimate!!Total:!!Taxi or ride-hailing services","Margin of Error!!Total:!!Taxi or ride-hailing services","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","2297","287","1995","281","1811","295","184","140","181","141","1","3","0","13","0","13","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","44","13","22","246","104",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","2525","607","2169","550","1759","339","410","362","410","362","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","37","53","0","13","0","13","0","13","55","93","264","117",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","2342","449","1937","464","1760","458","177","174","177","174","0","13","0","13","0","13","0","13","88","71","44","50","0","13","0","13","0","13","44","51","16","35","0","13","0","13","99","88","0","13","202","163",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","1868","294","1514","272","1394","267","120","91","71","78","49","44","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","3","0","13","0","13","6","9","10","12","337","123",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","1389","220","1115","242","1115","242","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","37","0","13","247","147",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","1985","382","1783","400","1611","355","172","159","155","159","6","18","0","13","0","13","11","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","202","70",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","3151","529","2498","422","2333","400","165","84","119","84","19","29","16","24","11","20","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","653","243",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","528","86","415","76","407","72","8","9","8","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","113","52",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","2464","359","2082","323","2049","323","33","35","33","35","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","34","362","146",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","1912","332","1649","326","1479","329","170","172","124","170","2","10","44","57","0","18","0","18","47","82","47","82","0","18","0","18","0","18","0","18","0","18","0","18","0","18","41","61","10","26","165","108",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","3144","707","2561","737","2324","718","237","138","146","103","49","49","18","30","24","40","0","13","2","4","2","4","0","13","0","13","0","13","0","13","0","13","0","13","2","8","11","17","23","30","545","304",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","3507","507","3351","509","2560","534","791","332","540","351","120","150","131","179","0","18","0","18","75","109","75","109","0","18","0","18","0","18","0","18","0","18","0","18","0","18","18","30","0","18","63","63",
