"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1807","355","1683","358","1681","358","2","4","0","12","0","12","0","12","0","12","2","4","19","30","19","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","35","15","24","55","45",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","2212","591","1969","524","1521","265","448","376","392","369","14","22","42","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","31","0","12","0","12","0","12","59","97","155","82",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2464","571","2287","551","2190","539","97","98","97","98","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","110","106","0","12","67","64",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1958","304","1695","273","1565","245","130","80","88","67","42","41","0","12","0","12","0","12","2","4","0","12","0","12","0","12","2","4","0","12","0","12","0","12","0","12","20","18","12","17","229","112",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1486","204","1346","217","1330","218","16","26","16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","49","0","12","96","64",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1941","396","1815","325","1477","248","338","187","283","170","55","85","0","12","0","12","0","12","16","25","16","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","71","113","39","36",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","3465","547","3014","424","2959","427","55","63","37","56","18","29","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","17","27","434","251",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","436","146","253","92","233","91","20","33","20","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","41","0","12","151","76",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","2247","321","1971","297","1910","283","61","70","53","69","8","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","12","0","12","47","56","0","12","21","35","203","82",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2135","298","1923","271","1606","266","317","179","246","161","71","110","0","17","0","17","0","17","28","45","28","45","0","17","0","17","0","17","0","17","0","17","0","17","0","17","81","125","0","17","103","72",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","2936","602","2528","640","2324","663","204","107","160","96","36","35","8","12","0","17","0","17","10","18","10","18","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","48","44","350","191",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2891","427","2768","435","2399","414","369","223","265","165","72","86","32","54","0","17","0","17","79","64","79","64","0","17","0","17","0","17","0","17","0","17","0","17","0","17","19","31","0","17","25","29",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","3098","706","2819","697","2580","690","239","148","213","137","25","42","0","17","1","4","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","69","114","65","103","145","177",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1728","339","1620","333","1449","372","171","88","171","88","0","12","0","12","0","12","0","12","19","35","19","35","0","12","0","12","0","12","0","12","0","12","0","12","16","27","0","12","0","12","73","55",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1548","274","1500","279","1339","259","161","118","152","118","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","15","9","14","29","32",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","2686","480","2519","458","2058","202","461","382","386","295","0","17","0","17","75","97","0","17","0","17","0","17","0","17","0","17","0","17","0","17","10","16","0","17","0","17","0","17","0","17","157","102",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","2767","420","2616","410","2440","416","176","98","165","98","11","18","0","17","0","17","0","17","2","5","2","5","0","17","0","17","0","17","0","17","24","39","0","17","0","17","36","51","0","17","89","63",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","3392","480","2896","518","2624","571","272","169","223","132","0","17","0","17","0","17","49","75","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","75","120","421","346",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","2033","369","1781","311","1715","308","66","74","66","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","73","104","41","59","138","127",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1192","363","1097","354","1061","353","36","31","36","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","10","88","51",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1200","244","1049","221","1017","226","32","27","32","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","7","0","12","5","8","9","13","132","110",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2860","483","2701","498","2630","504","71","83","71","83","0","17","0","17","0","17","0","17","54","57","54","57","0","17","0","17","0","17","0","17","0","17","0","17","38","46","20","36","0","17","47","55",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1325","382","1051","336","994","328","57","42","37","32","4","8","5","12","11","15","0","12","24","30","24","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","250","139",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","2841","534","2361","508","2272","506","89","49","69","47","20","24","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","14","26","0","17","0","17","8","9","0","17","458","253",
