"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","7652","592",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3021","331",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","3746","295",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","4014","385",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","3367","318",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2963","217",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3967","419",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","3634","370",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","5770","540",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","5740","466",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","6421","732",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","6532","1001",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","3526","589",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","4124","531",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","4982","407",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","5892","422",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","6421","645",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","4283","409",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","2156","268",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1915","204",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","5381","652",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2540","167",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","4572","401",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","3039","269",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","5918","597",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","3339","241",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","3440","375",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","6735","358",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","3208","267",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","3153","243",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","2224","215",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1994","166",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","3061","159",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","6538","545",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","4216","552",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","5184","659",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2883","248",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","4648","617",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","3504","226",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","5190","387",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","2523","258",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","5559","505",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","5714","591",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","3937","263",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","3633","173",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","6022","471",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","3248","341",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","2781","436",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","2252","164",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","2550","169",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","3057","317",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1513","203",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","3803","505",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","2050","268",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","4973","308",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","5323","478",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","3993","403",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","6114","475",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","3851","259",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","5074","336",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","11332","1068",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","5965","341",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","6664","419",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","5071","282",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","2855","244",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","9126","763",
