"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","7160","533",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3157","277",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","3619","258",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","3976","405",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","3246","295",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2841","256",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3805","338",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","3633","413",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","5642","482",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","5886","532",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","7013","722",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","7484","903",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","3779","480",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","3931","467",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","4622","303",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","5347","358",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","5547","540",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","4578","457",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","2515","356",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1766","141",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","4899","612",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2651","171",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","4030","317",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","3245","262",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","5525","426",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","3567","192",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","3402","308",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","6387","399",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","3178","253",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","3025","197",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","2301","226",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1955","182",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","3023","166",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","6168","493",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","4416","450",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","4889","493",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2846","267",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","4198","313",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","3698","247",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","5085","340",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","2423","244",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","5612","392",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","5558","502",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","3724","343",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","3586","242",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","6175","513",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","3667","357",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","2950","423",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","2145","206",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","2499","167",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","3125","299",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1391","192",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","4011","426",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1994","262",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","5035","479",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","5071","422",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","3933","441",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","6457","340",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","3818","291",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","4829","405",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","11186","954",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","5899","366",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","6614","435",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","4920","380",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","2828","245",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","8847","650",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","5890","399",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","6645","730",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","5369","782",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","5698","446",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","4050","654",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","3392","472",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","2843","390",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","3831","419",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","5147","610",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","4469","356",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","3808","307",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","3592","525",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","2255","320",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","1378","185",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","5435","592",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","3646","384",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","4933","614",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","3977","359",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","4201","226",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","3619","542",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","4189","334",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","8215","906",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","3644","416",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","4625","467",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","5525","577",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","4245","429",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","1631","188",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","3676","346",
"1400000US18097340902","Census Tract 3409.02, Marion County, Indiana","6604","917",
"1400000US18097341000","Census Tract 3410, Marion County, Indiana","1755","166",
"1400000US18097341100","Census Tract 3411, Marion County, Indiana","1944","303",
"1400000US18097341200","Census Tract 3412, Marion County, Indiana","2120","307",
"1400000US18097341600","Census Tract 3416, Marion County, Indiana","2149","279",
"1400000US18097341700","Census Tract 3417, Marion County, Indiana","4798","489",
"1400000US18097341902","Census Tract 3419.02, Marion County, Indiana","3365","446",
"1400000US18097341903","Census Tract 3419.03, Marion County, Indiana","5118","591",
"1400000US18097341904","Census Tract 3419.04, Marion County, Indiana","2458","242",
"1400000US18097342000","Census Tract 3420, Marion County, Indiana","6931","603",
"1400000US18097342101","Census Tract 3421.01, Marion County, Indiana","5518","432",
"1400000US18097342200","Census Tract 3422, Marion County, Indiana","5885","630",
"1400000US18097342300","Census Tract 3423, Marion County, Indiana","7006","842",
"1400000US18097342400","Census Tract 3424, Marion County, Indiana","1831","275",
"1400000US18097342500","Census Tract 3425, Marion County, Indiana","4754","371",
"1400000US18097342600","Census Tract 3426, Marion County, Indiana","3350","442",
"1400000US18097350100","Census Tract 3501, Marion County, Indiana","1266","188",
"1400000US18097350300","Census Tract 3503, Marion County, Indiana","2170","346",
"1400000US18097350400","Census Tract 3504, Marion County, Indiana","2728","294",
"1400000US18097350500","Census Tract 3505, Marion County, Indiana","2133","263",
"1400000US18097350600","Census Tract 3506, Marion County, Indiana","3912","512",
"1400000US18097350700","Census Tract 3507, Marion County, Indiana","1330","238",
"1400000US18097350800","Census Tract 3508, Marion County, Indiana","2133","238",
"1400000US18097350900","Census Tract 3509, Marion County, Indiana","1362","266",
"1400000US18097351000","Census Tract 3510, Marion County, Indiana","2579","409",
"1400000US18097351200","Census Tract 3512, Marion County, Indiana","2345","356",
"1400000US18097351500","Census Tract 3515, Marion County, Indiana","1914","254",
"1400000US18097351600","Census Tract 3516, Marion County, Indiana","2205","242",
"1400000US18097351700","Census Tract 3517, Marion County, Indiana","2613","422",
"1400000US18097351900","Census Tract 3519, Marion County, Indiana","2424","240",
"1400000US18097352100","Census Tract 3521, Marion County, Indiana","2018","281",
"1400000US18097352300","Census Tract 3523, Marion County, Indiana","1213","169",
"1400000US18097352400","Census Tract 3524, Marion County, Indiana","3198","474",
"1400000US18097352500","Census Tract 3525, Marion County, Indiana","2772","333",
"1400000US18097352600","Census Tract 3526, Marion County, Indiana","3243","424",
"1400000US18097352700","Census Tract 3527, Marion County, Indiana","2446","392",
"1400000US18097352800","Census Tract 3528, Marion County, Indiana","1017","163",
"1400000US18097353300","Census Tract 3533, Marion County, Indiana","2847","224",
"1400000US18097353500","Census Tract 3535, Marion County, Indiana","2355","287",
