"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3026","488",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","3988","591",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","4206","574",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","3809","600",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2691","264",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3505","577",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","6579","981",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","927","275",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","4480","686",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","5085","845",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","5159","812",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","5256","759",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","7847","1408",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","3217","549",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","3502","589",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","5352","858",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","7103","1145",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","6720","835",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","4273","591",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","3389","1504",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","2224","527",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","5026","636",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2768","445",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","5057","628",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","2598","316",
"1400000US18097320205","Census Tract 3202.05, Marion County, Indiana","1805","266",
"1400000US18097320206","Census Tract 3202.06, Marion County, Indiana","3196","676",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","3668","551",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","3072","349",
"1400000US18097320305","Census Tract 3203.05, Marion County, Indiana","2813","337",
"1400000US18097320306","Census Tract 3203.06, Marion County, Indiana","3976","439",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","3345","486",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","3105","466",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","2341","544",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","2040","293",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","2927","176",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","6544","1024",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","4077","608",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","5750","1077",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2958","530",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","5281","1356",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","3719","605",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","5015","928",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","2749","345",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","5000","597",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","5719","997",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","4119","527",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","3340","531",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","5081","665",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","3219","571",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","3254","587",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","2215","308",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","2463","389",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","2672","349",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1614","233",
"1400000US18097322601","Census Tract 3226.01, Marion County, Indiana","2014","538",
"1400000US18097322602","Census Tract 3226.02, Marion County, Indiana","1738","435",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","2071","418",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","4257","550",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","4537","648",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","4758","1135",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","5016","537",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","3926","925",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","4793","959",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","5083","499",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","6342","794",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","5258","752",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","3065","412",
"1400000US18097330210","Census Tract 3302.10, Marion County, Indiana","6884","985",
"1400000US18097330211","Census Tract 3302.11, Marion County, Indiana","5110","675",
"1400000US18097330212","Census Tract 3302.12, Marion County, Indiana","5649","951",
"1400000US18097330213","Census Tract 3302.13, Marion County, Indiana","4155","959",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","5729","742",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","6186","1189",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","5976","1007",
"1400000US18097330701","Census Tract 3307.01, Marion County, Indiana","2212","671",
"1400000US18097330702","Census Tract 3307.02, Marion County, Indiana","4049","854",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","3654","807",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","3237","882",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","2276","398",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","4998","1089",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","6061","893",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","3799","1071",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","4907","686",
