"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","7652","592","7217","543","4750","522","1979","218","0","16","301","107","0","16","0","16","187","122","0","16","187","122","435","354","255","317","0","16","24","34","0","16","0","16","132","175","24","34","0","16","24","34",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3021","331","2917","345","2280","346","572","222","0","11","35","42","0","11","0","11","30","38","0","11","30","38","104","83","59","57","0","11","0","11","0","11","0","11","36","55","9","15","0","11","9","15",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","3746","295","3394","354","1837","280","1414","221","0","11","101","87","0","11","0","11","42","42","0","11","42","42","352","250","78","89","28","26","0","11","0","11","0","11","216","215","30","46","0","11","30","46",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","4014","385","2993","438","1582","363","1233","334","0","11","19","30","0","11","0","11","159","198","0","11","159","198","1021","487","430","310","29","35","0","11","0","11","0","11","402","403","160","194","0","11","160","194",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","3367","318","3260","352","2453","265","631","295","0","11","119","64","0","11","0","11","57","48","0","11","57","48","107","136","107","136","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2963","217","2851","246","1346","189","1241","195","0","11","207","116","0","11","0","11","57","49","0","11","57","49","112","141","0","11","8","13","0","11","0","11","0","11","104","141","0","11","0","11","0","11",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3967","419","3571","441","1048","211","2036","371","0","11","165","127","0","11","0","11","322","220","0","11","322","220","396","211","280","196","0","11","0","11","0","11","0","11","96","84","20","25","20","25","0","11",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","3634","370","3233","341","1361","210","1737","256","0","11","39","46","0","11","7","11","89","69","21","36","68","60","401","226","131","99","0","11","0","11","0","11","0","11","176","239","94","114","6","10","88","113",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","5770","540","4738","541","1985","359","2460","411","0","16","135","101","0","16","0","16","158","110","0","16","158","110","1032","444","375","296","69","80","0","16","0","16","0","16","524","396","64","99","64","99","0","16",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","5740","466","4913","488","1053","192","3410","487","0","16","186","157","0","16","36","53","228","158","0","16","228","158","827","291","497","317","0","16","23","31","0","16","0","16","204","212","103","137","0","16","103","137",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","6421","732","5644","719","1064","273","3705","747","0","16","283","168","0","16","94","137","498","443","0","16","498","443","777","400","389","350","14","23","0","16","0","16","0","16","356","265","18","28","18","28","0","16",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","6532","1001","4879","905","549","219","3962","860","0","16","201","176","0","16","88","117","79","72","0","16","79","72","1653","1013","265","164","22","37","16","25","0","16","0","16","1285","1043","65","80","65","80","0","16",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","3526","589","2938","569","708","220","1905","517","6","10","74","53","0","11","0","11","245","156","0","11","245","156","588","300","42","46","0","11","0","11","0","11","0","11","486","314","60","112","0","11","60","112",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","4124","531","3639","489","606","184","2932","537","0","11","21","29","0","11","13","21","67","76","41","67","26","29","485","275","164","150","0","11","0","11","0","11","0","11","273","236","48","70","0","11","48","70",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","4982","407","4327","427","1328","169","2775","388","10","16","78","80","0","11","0","11","136","105","0","11","136","105","655","180","127","166","0","11","0","11","0","11","0","11","528","222","0","11","0","11","0","11",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","5892","422","5284","410","1431","231","3579","448","0","16","145","155","0","16","0","16","129","94","46","61","83","78","608","127","276","195","0","16","0","16","0","16","0","16","148","107","184","131","146","116","38","58",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","6421","645","4733","679","688","199","3708","650","0","16","70","83","0","16","0","16","267","202","0","16","267","202","1688","832","835","592","0","16","0","16","0","16","0","16","853","676","0","16","0","16","0","16",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","4283","409","3982","425","2663","418","706","304","0","11","265","253","0","11","31","54","317","194","73","107","244","200","301","275","301","275","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","2156","268","2020","234","1571","231","305","161","0","11","106","154","0","11","0","11","38","37","0","11","38","37","136","99","6","10","55","83","0","11","0","11","12","20","44","47","19","17","9","15","10","16",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1915","204","1879","209","1672","186","176","116","0","11","14","14","0","11","0","11","17","26","0","11","17","26","36","28","36","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","5381","652","4637","636","1925","264","2490","609","0","16","89","88","0","16","14","26","119","125","0","16","119","125","744","502","253","299","1","3","0","16","0","16","0","16","207","248","283","298","283","298","0","16",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2540","167","2467","178","1978","150","244","145","0","11","207","126","0","11","0","11","38","50","0","11","38","50","73","82","62","81","0","11","11","18","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","4572","401","4459","404","4184","395","60","51","23","36","124","164","0","11","7","10","61","51","0","11","61","51","113","83","106","82","0","11","0","11","0","11","0","11","7","9","0","11","0","11","0","11",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","3039","269","2935","275","2176","241","420","143","0","11","252","134","0","11","26","41","61","56","6","9","55","55","104","68","69","53","0","11","0","11","0","11","0","11","6","11","29","35","29","35","0","11",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","5918","597","5436","675","3313","538","1151","557","8","17","605","378","0","16","0","16","359","277","0","16","359","277","482","217","420","207","0","16","0","16","0","16","0","16","62","60","0","16","0","16","0","16",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","3339","241","3339","241","3063","251","162","133","0","11","87","98","0","11","0","11","27","30","0","11","27","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","3440","375","3151","386","1900","228","909","316","0","11","229","143","0","11","9","14","104","70","30","34","74","64","289","165","207","121","13","23","0","11","0","11","0","11","52","59","17","29","0","11","17","29",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","6735","358","6391","380","5680","467","394","178","0","16","144","108","0","16","36","52","137","116","0","16","137","116","344","218","192","142","0","16","0","16","0","16","0","16","130","165","22","32","22","32","0","16",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","3208","267","2987","268","1915","270","707","179","10","18","161","221","0","11","14","23","180","145","0","11","180","145","221","159","46","47","25","33","10","17","0","11","0","11","140","147","0","11","0","11","0","11",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","3153","243","3029","274","2559","251","383","192","0","11","45","34","0","11","0","11","42","61","0","11","42","61","124","119","52","70","0","11","0","11","0","11","0","11","0","11","72","99","64","98","8","13",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","2224","215","2182","215","2026","242","31","25","0","11","96","96","0","11","9","15","20","19","0","11","20","19","42","40","14","17","21","34","0","11","0","11","0","11","7","12","0","11","0","11","0","11",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1994","166","1994","166","1808","180","86","71","15","25","22","34","0","11","0","11","63","58","0","11","63","58","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","3061","159","3009","161","2709","180","135","99","0","11","82","48","24","34","6","9","53","35","0","11","53","35","52","28","35","21","0","11","0","11","0","11","0","11","13","13","4","6","0","11","4","6",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","6538","545","6414","543","4282","489","1522","324","0","16","72","56","0","16","43","67","495","537","0","16","495","537","124","71","56","45","0","16","0","16","0","16","0","16","68","63","0","16","0","16","0","16",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","4216","552","3331","521","1224","219","1861","490","0","11","147","150","4","7","18","24","77","45","19","22","58","40","885","298","378","293","22","35","0","11","0","11","0","11","410","236","75","80","40","62","35","56",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","5184","659","3338","559","623","214","2317","496","27","46","210","235","0","16","0","16","161","132","0","16","161","132","1846","606","460","374","0","16","0","16","0","16","0","16","1350","485","36","56","36","56","0","16",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2883","248","2570","259","1001","119","1404","254","0","11","0","11","0","11","0","11","165","89","0","11","165","89","313","135","178","183","0","11","0","11","0","11","0","11","135","150","0","11","0","11","0","11",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","4648","617","4554","629","1809","259","1341","245","0","11","904","572","0","11","3","4","497","458","0","11","497","458","94","107","39","43","0","11","0","11","0","11","0","11","55","93","0","11","0","11","0","11",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","3504","226","3447","226","1909","167","1378","175","0","11","19","22","0","11","27","33","114","63","0","11","114","63","57","31","49","29","8","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
