"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3025","602","2899","579","2476","561","367","131","0","12","26","30","0","12","0","12","30","39","0","12","30","39","126","158","32","37","0","12","0","12","0","12","0","12","0","12","94","154","83","152","11","17",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","3911","574","3714","588","2087","330","1343","261","32","55","26","31","0","12","0","12","226","264","0","12","226","264","197","156","63","85","17","21","0","12","0","12","0","12","86","102","31","43","8","13","23","40",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","4256","656","3361","679","1630","545","1550","435","0","12","32","39","0","12","0","12","149","193","0","12","149","193","895","423","378","324","24","29","0","12","0","12","0","12","367","251","126","166","0","12","126","166",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","3725","570","3591","564","2800","492","600","403","14","23","108","57","0","12","0","12","69","55","0","12","69","55","134","130","99","124","0","12","0","12","3","5","0","12","15","24","17","22","17","22","0","12",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2694","293","2566","298","1257","230","1023","187","0","12","106","68","0","12","0","12","180","114","0","12","180","114","128","134","11","18","21","31","0","12","0","12","0","12","96","135","0","12","0","12","0","12",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3463","465","3281","422","1004","200","2019","448","0","12","82","100","0","12","0","12","176","124","0","12","176","124","182","152","112","111","28","45","0","12","0","12","0","12","37","57","5","14","5","14","0","12",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","7242","1266","6712","1137","4655","1140","1669","217","0","17","150","98","0","17","3","7","235","187","0","17","235","187","530","509","410","483","0","17","16","25","0","17","0","17","79","127","25","28","9","15","16","25",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","922","170","903","164","641","160","36","55","0","12","226","45","0","12","0","12","0","12","0","12","0","12","19","32","0","12","0","12","0","12","0","12","0","12","0","12","19","32","19","32","0","12",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","4261","597","3726","581","1580","305","2087","521","0","12","0","12","0","12","8","12","51","45","0","12","51","45","535","261","269","220","0","12","0","12","0","12","0","12","194","203","72","104","8","13","64","104",
