"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","59500","9877",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","52094","14444",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","49184","9467",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","124792","22593",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","54466","5886",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","46003","3890",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","137208","14876",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","141136","60405",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","59347","5898",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","55667","13996",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","64323","15840",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","40463","3151",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","48419","8722",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","63533","11218",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","42250","10140",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","68392","6863",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","71692","9098",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","49150","4979",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","65389","10952",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","63864","3927",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","112788","26751",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","36314","12405",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","61420","26934",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","105302","27375",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","47440","7205",
"1400000US18097320205","Census Tract 3202.05, Marion County, Indiana","41344","7054",
"1400000US18097320206","Census Tract 3202.06, Marion County, Indiana","36889","2630",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","78804","21866",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","47790","6143",
"1400000US18097320305","Census Tract 3203.05, Marion County, Indiana","115000","29170",
"1400000US18097320306","Census Tract 3203.06, Marion County, Indiana","71544","30299",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","65884","13632",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","75885","19771",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","65861","10935",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","107917","17149",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","161266","4707",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","79289","10835",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","44109","4408",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","38618","12740",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","66146","19873",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","77583","16728",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","78508","8095",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","123229","40646",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","100809","15500",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","71875","14427",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","52201","11018",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","65665","5642",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","134355","22314",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","118333","28300",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","53764","2943",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","73600","27252",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","95750","26917",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","104205","37702",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","52884","11218",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","29661","3257",
"1400000US18097322601","Census Tract 3226.01, Marion County, Indiana","12412","5988",
"1400000US18097322602","Census Tract 3226.02, Marion County, Indiana","64099","12132",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","47188","16380",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","66122","7769",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","58078","2749",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","42107","4731",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","96089","19477",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","138594","43201",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","78860","21666",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","176833","37414",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","109946","23390",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","111667","23964",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","82739","7711",
"1400000US18097330210","Census Tract 3302.10, Marion County, Indiana","74641","17975",
"1400000US18097330211","Census Tract 3302.11, Marion County, Indiana","36275","8653",
"1400000US18097330212","Census Tract 3302.12, Marion County, Indiana","86333","24263",
"1400000US18097330213","Census Tract 3302.13, Marion County, Indiana","88051","17867",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","97841","13018",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","43380","15626",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","39435","16236",
"1400000US18097330701","Census Tract 3307.01, Marion County, Indiana","38936","27538",
"1400000US18097330702","Census Tract 3307.02, Marion County, Indiana","38588","12077",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","33397","15631",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","36667","15521",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","27409","11624",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","25650","2712",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","30521","9045",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","36900","15916",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","62543","17576",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","34466","4223",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","40788","9084",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","87154","6451",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","44479","4425",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","48400","11741",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","75268","14149",
"1400000US18097340115","Census Tract 3401.15, Marion County, Indiana","44661","6776",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","58848","10591",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","40716","4237",
"1400000US18097340301","Census Tract 3403.01, Marion County, Indiana","40841","21762",
"1400000US18097340302","Census Tract 3403.02, Marion County, Indiana","41366","10512",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","39688","13281",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","37500","11179",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","53101","7299",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","41494","5833",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","59483","10467",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","76912","18835",
"1400000US18097340903","Census Tract 3409.03, Marion County, Indiana","50031","18159",
"1400000US18097340904","Census Tract 3409.04, Marion County, Indiana","48661","4258",
"1400000US18097341000","Census Tract 3410, Marion County, Indiana","72708","27148",
"1400000US18097341100","Census Tract 3411, Marion County, Indiana","38958","4471",
"1400000US18097341200","Census Tract 3412, Marion County, Indiana","40375","16076",
"1400000US18097341600","Census Tract 3416, Marion County, Indiana","18913","11259",
"1400000US18097341701","Census Tract 3417.01, Marion County, Indiana","31020","7653",
"1400000US18097341702","Census Tract 3417.02, Marion County, Indiana","51402","26891",
"1400000US18097341902","Census Tract 3419.02, Marion County, Indiana","59357","4535",
"1400000US18097341903","Census Tract 3419.03, Marion County, Indiana","36575","2215",
"1400000US18097341904","Census Tract 3419.04, Marion County, Indiana","42228","9196",
"1400000US18097342000","Census Tract 3420, Marion County, Indiana","61414","6637",
"1400000US18097342101","Census Tract 3421.01, Marion County, Indiana","55884","9046",
"1400000US18097342200","Census Tract 3422, Marion County, Indiana","40633","8017",
"1400000US18097342300","Census Tract 3423, Marion County, Indiana","47675","14334",
"1400000US18097342400","Census Tract 3424, Marion County, Indiana","56750","17267",
"1400000US18097342500","Census Tract 3425, Marion County, Indiana","38214","2894",
"1400000US18097342600","Census Tract 3426, Marion County, Indiana","32030","5602",
"1400000US18097350100","Census Tract 3501, Marion County, Indiana","44868","12612",
"1400000US18097350300","Census Tract 3503, Marion County, Indiana","22500","8746",
"1400000US18097350400","Census Tract 3504, Marion County, Indiana","51287","7774",
"1400000US18097350500","Census Tract 3505, Marion County, Indiana","26762","5752",
"1400000US18097350600","Census Tract 3506, Marion County, Indiana","29877","7543",
"1400000US18097350700","Census Tract 3507, Marion County, Indiana","21475","13403",
"1400000US18097350800","Census Tract 3508, Marion County, Indiana","19472","1520",
"1400000US18097350900","Census Tract 3509, Marion County, Indiana","48750","18393",
"1400000US18097351000","Census Tract 3510, Marion County, Indiana","33354","14671",
