"GEO_ID","NAME","B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!1, detached","Margin of Error!!Total!!1, detached","Estimate!!Total!!1, attached","Margin of Error!!Total!!1, attached","Estimate!!Total!!2","Margin of Error!!Total!!2","Estimate!!Total!!3 or 4","Margin of Error!!Total!!3 or 4","Estimate!!Total!!5 to 9","Margin of Error!!Total!!5 to 9","Estimate!!Total!!10 to 19","Margin of Error!!Total!!10 to 19","Estimate!!Total!!20 to 49","Margin of Error!!Total!!20 to 49","Estimate!!Total!!50 or more","Margin of Error!!Total!!50 or more","Estimate!!Total!!Mobile home","Margin of Error!!Total!!Mobile home","Estimate!!Total!!Boat, RV, van, etc.","Margin of Error!!Total!!Boat, RV, van, etc.",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","2695","81","2431","97","108","46","0","16","0","16","136","63","10","14","0","16","10","16","0","16","0","16",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","2018","88","556","132","602","134","0","11","257","109","191","106","118","83","47","29","247","79","0","11","0","11",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1614","51","964","72","108","46","35","26","49","30","61","39","106","62","33","26","258","67","0","11","0","11",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2193","66","193","94","118","67","123","105","343","138","502","181","479","145","155","121","280","109","0","11","0","11",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1553","38","1068","105","343","99","26","27","63","36","41","31","12","17","0","11","0","11","0","11","0","11",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1479","50","673","103","100","56","23","35","134","58","340","79","153","68","20","24","21","23","15","22","0","11",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1801","55","633","127","57","39","0","11","152","91","310","124","544","148","95","68","10","15","0","11","0","11",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1549","57","1105","88","26","41","32","41","65","58","101","82","153","86","53","44","14","20","0","11","0","11",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2453","64","1098","149","434","137","46","72","329","163","117","92","212","120","27","31","190","83","0","16","0","16",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1877","42","1429","94","18","20","7","12","138","80","44","30","78","54","152","70","11","17","0","16","0","16",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2647","96","801","129","221","86","72","92","246","123","254","123","502","170","294","143","257","127","0","16","0","16",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2435","71","999","171","429","160","11","17","85","79","361","155","450","165","17","29","0","16","83","91","0","16",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1277","33","894","86","0","11","0","11","222","92","95","70","48","58","18","30","0","11","0","11","0","11",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1714","47","442","107","173","71","43","49","266","99","399","141","280","124","24","37","87","55","0","11","0","11",
