"GEO_ID","NAME","B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!1, detached","Margin of Error!!Total:!!1, detached","Estimate!!Total:!!1, attached","Margin of Error!!Total:!!1, attached","Estimate!!Total:!!2","Margin of Error!!Total:!!2","Estimate!!Total:!!3 or 4","Margin of Error!!Total:!!3 or 4","Estimate!!Total:!!5 to 9","Margin of Error!!Total:!!5 to 9","Estimate!!Total:!!10 to 19","Margin of Error!!Total:!!10 to 19","Estimate!!Total:!!20 to 49","Margin of Error!!Total:!!20 to 49","Estimate!!Total:!!50 or more","Margin of Error!!Total:!!50 or more","Estimate!!Total:!!Mobile home","Margin of Error!!Total:!!Mobile home","Estimate!!Total:!!Boat, RV, van, etc.","Margin of Error!!Total:!!Boat, RV, van, etc.",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","2772","90","2472","113","101","51","0","17","11","19","165","83","10","17","0","17","13","20","0","17","0","17",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1982","114","444","130","531","123","0","12","309","118","231","111","69","60","56","35","342","125","0","12","0","12",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1612","57","976","82","85","39","20","21","34","29","114","66","90","57","36","25","257","87","0","12","0","12",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2200","74","251","97","207","122","47","50","295","127","671","202","342","149","116","117","271","107","0","12","0","12",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1539","48","998","92","342","85","33","25","58","38","77","63","31","27","0","12","0","12","0","12","0","12",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1495","61","631","82","44","28","0","12","198","92","450","93","139","58","12","18","21","22","0","12","0","12",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1878","54","725","123","49","40","22","35","203","94","386","135","426","126","53","54","14","21","0","12","0","12",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1665","82","1151","111","49","61","30","49","106","74","163","104","111","77","8","12","47","35","0","12","0","12",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2487","101","1097","203","439","148","57","91","311","128","101","79","155","134","13","21","314","147","0","17","0","17",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1900","66","1425","112","45","30","8","13","96","58","32","32","135","80","142","66","9","15","8","13","0","17",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2708","100","977","187","168","100","0","17","188","116","207","134","721","210","208","132","239","136","0","17","0","17",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2460","86","1005","145","277","113","0","17","205","126","426","222","396","182","46","55","36","41","69","108","0","17",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1320","44","975","106","0","12","0","12","231","113","29","36","58","91","27","46","0","12","0","12","0","12",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1777","57","527","120","131","61","52","51","255","121","454","171","234","136","23","38","101","82","0","12","0","12",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1680","49","1407","101","95","47","35","52","51","55","61","40","31","41","0","17","0","17","0","17","0","17",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1939","64","1883","76","48","51","0","17","8","12","0","17","0","17","0","17","0","17","0","17","0","17",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","3009","109","799","211","679","184","56","73","357","210","490","177","184","130","285","195","159","103","0","17","0","17",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","2263","100","636","171","456","121","56","55","429","157","348","161","287","144","51","72","0","12","0","12","0","12",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1093","44","542","82","178","67","23","37","138","81","130","85","33","31","40","47","9","15","0","12","0","12",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","891","25","561","45","208","38","0","12","16","23","0","12","14","12","88","32","4","7","0","12","0","12",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2740","81","399","167","312","170","98","102","235","129","989","231","142","132","181","114","384","152","0","17","0","17",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1243","42","725","86","223","63","0","12","54","56","55","50","37","29","149","62","0","12","0","12","0","12",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","2446","75","1048","122","442","108","0","12","21","33","282","124","237","111","105","60","311","116","0","12","0","12",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1775","35","256","45","42","28","8","13","432","89","462","105","101","56","91","59","383","80","0","12","0","12",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","3192","71","536","129","49","42","0","17","387","137","1103","201","386","157","114","92","617","113","0","17","0","17",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1891","41","825","74","601","83","0","12","301","79","106","74","8","13","16","18","34","27","0","12","0","12",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","2047","59","32","25","7","11","17","20","161","83","1094","137","574","129","122","46","40","28","0","12","0","12",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","3306","80","1840","176","164","71","0","17","200","101","340","138","421","144","294","143","47","44","0","17","0","17",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1456","59","699","115","7","11","8","13","214","104","420","115","70","49","8","13","0","12","30","43","0","12",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","1500","44","901","80","0","12","44","45","169","67","168","84","26","26","105","61","87","42","0","12","0","12",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1271","32","1213","51","6","9","11","17","0","12","19","30","22","19","0","12","0","12","0","12","0","12",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1173","60","564","68","168","60","14","19","15","13","183","83","66","36","13","14","150","52","0","12","0","12",
