"GEO_ID","NAME","B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!1, detached","Margin of Error!!Total:!!1, detached","Estimate!!Total:!!1, attached","Margin of Error!!Total:!!1, attached","Estimate!!Total:!!2","Margin of Error!!Total:!!2","Estimate!!Total:!!3 or 4","Margin of Error!!Total:!!3 or 4","Estimate!!Total:!!5 to 9","Margin of Error!!Total:!!5 to 9","Estimate!!Total:!!10 to 19","Margin of Error!!Total:!!10 to 19","Estimate!!Total:!!20 to 49","Margin of Error!!Total:!!20 to 49","Estimate!!Total:!!50 or more","Margin of Error!!Total:!!50 or more","Estimate!!Total:!!Mobile home","Margin of Error!!Total:!!Mobile home","Estimate!!Total:!!Boat, RV, van, etc.","Margin of Error!!Total:!!Boat, RV, van, etc.",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","2097","330","358","124","509","210","0","12","350","146","248","118","71","64","127","140","310","109","124","192","0","12",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1867","361","1254","375","117","55","12","18","13","22","126","68","137","77","24","28","155","63","0","12","29","47",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2259","234","233","117","195","95","19","31","350","161","772","230","431","223","41","47","218","76","0","12","0","12",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1714","259","1134","242","325","96","40","29","100","68","100","72","15","17","0","12","0","12","0","12","0","12",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1365","99","518","90","122","77","11","19","224","98","299","114","151","80","0","12","40","35","0","12","0","12",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1655","91","570","114","41","38","47","58","220","128","318","122","447","143","12","19","0","12","0","12","0","12",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","2537","340","2182","331","126","85","0","17","15","25","180","70","19","29","0","17","15","24","0","17","0","17",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","381","27","381","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1687","142","1156","156","42","51","21","34","180","102","144","107","51","41","27","39","66","37","0","12","0","12",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2299","231","915","190","456","188","81","93","151","124","102","72","209","173","79","75","306","157","0","17","0","17",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1811","146","1360","189","84","69","0","17","61","63","18","29","152","89","113","75","14","24","9","14","0","17",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2672","229","946","213","218","127","46","53","432","181","212","174","482","221","213","140","123","98","0","17","0","17",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","3079","475","1394","516","380","204","0","17","305","150","495","247","394","218","31","49","29","36","51","77","0","17",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1223","82","1027","109","0","12","0","12","154","92","5","8","0","12","37","59","0","12","0","12","0","12",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1686","149","496","132","244","123","21","38","312","142","389","189","181","126","0","12","43","31","0","12","0","12",
