"GEO_ID","NAME","B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!1, detached","Margin of Error!!Total!!1, detached","Estimate!!Total!!1, attached","Margin of Error!!Total!!1, attached","Estimate!!Total!!2","Margin of Error!!Total!!2","Estimate!!Total!!3 or 4","Margin of Error!!Total!!3 or 4","Estimate!!Total!!5 to 9","Margin of Error!!Total!!5 to 9","Estimate!!Total!!10 to 19","Margin of Error!!Total!!10 to 19","Estimate!!Total!!20 to 49","Margin of Error!!Total!!20 to 49","Estimate!!Total!!50 or more","Margin of Error!!Total!!50 or more","Estimate!!Total!!Mobile home","Margin of Error!!Total!!Mobile home","Estimate!!Total!!Boat, RV, van, etc.","Margin of Error!!Total!!Boat, RV, van, etc.",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","2709","99","2393","116","164","70","0","16","0","16","123","79","8","13","10","16","11","18","0","16","0","16",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","2065","74","451","113","787","170","0","11","276","117","151","77","143","90","45","28","212","75","0","11","0","11",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1633","57","963","81","138","79","24","22","77","31","62","37","80","44","34","29","255","77","0","11","0","11",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","2205","92","201","99","162","84","101","78","409","145","527","162","408","137","151","106","246","97","0","11","0","11",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1517","50","1083","94","255","61","47","39","84","62","32","28","16","17","0","11","0","11","0","11","0","11",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","1499","52","618","103","94","54","29","41","98","51","434","93","173","83","18","22","21","23","14","21","0","11",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1799","76","615","117","59","37","0","11","181","90","293","117","550","166","91","70","10","16","0","11","0","11",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1551","54","1078","88","32","44","90","67","55","48","112","82","125","79","59","51","0","11","0","11","0","11",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","2470","81","1020","140","472","165","62","75","329","171","98","88","217","116","69","45","203","81","0","16","0","16",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1904","57","1462","99","7","11","8","12","103","59","24","22","77","50","214","77","9","15","0","16","0","16",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","2696","86","805","127","244","91","75","82","241","109","218","121","566","175","311","161","236","99","0","16","0","16",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","2459","73","1061","163","392","182","34","40","75","50","457","176","332","164","18","28","17","26","73","84","0","16",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1269","39","936","100","0","11","0","11","181","99","95","73","50","58","0","11","7","11","0","11","0","11",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1687","69","429","110","205","85","39","47","297","84","355","128","234","99","23","37","105","66","0","11","0","11",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1624","46","1306","89","68","41","13","22","32","34","145","65","60","54","0","11","0","11","0","11","0","11",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1902","58","1845","71","18","21","0","16","8","12","6","9","0","16","14","23","0","16","11","18","0","16",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","2935","95","639","193","747","172","12","20","203","112","539","237","334","164","363","161","98","81","0","16","0","16",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","2187","52","595","82","467","118","99","67","479","129","211","116","247","103","48","48","22","28","19","31","0","11",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1122","48","539","67","199","62","14","15","224","81","100","68","13","19","0","11","26","20","7","11","0","11",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","857","27","560","47","132","29","0","11","0","11","0","11","12","12","153","41","0","11","0","11","0","11",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","2714","84","349","132","355","168","12","20","207","113","1135","215","85","77","226","129","345","143","0","11","0","11",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","1234","42","706","83","293","72","0","11","34","22","40","40","13","15","121","65","27","22","0","11","0","11",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","2156","51","1169","94","370","77","0","11","8","12","193","87","53","65","100","48","241","77","22","25","0","11",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1800","48","325","72","70","33","8","12","408","92","434","102","186","81","29","20","340","67","0","11","0","11",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","3123","76","654","118","40","39","14","23","314","125","1062","194","427","174","181","82","431","104","0","16","0","16",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1953","76","879","108","607","95","0","11","251","68","157","83","36","27","14","12","9","14","0","11","0","11",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","2111","52","0","11","15","18","24","23","144","76","1048","156","644","143","147","60","89","59","0","11","0","11",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","3179","75","1787","123","148","65","0","16","242","110","376","143","434","140","106","74","86","48","0","16","0","16",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1485","49","719","87","0","11","23","45","119","75","572","110","52","52","0","11","0","11","0","11","0","11",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","1495","39","906","122","0","11","0","11","90","49","254","95","0","11","121","56","83","38","41","46","0","11",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1272","28","1245","33","17","19","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1139","25","555","73","205","69","26","24","62","50","112","60","80","39","30","39","69","47","0","11","0","11",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1277","58","1102","68","108","56","8","11","28","14","0","11","20","20","11","14","0","11","0","11","0","11",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","2690","56","1544","158","252","158","14","22","544","139","268","121","30","25","0","16","38","43","0","16","0","16",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","2020","63","577","96","387","133","110","110","306","100","264","114","326","114","32","40","18","30","0","11","0","11",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","1996","76","782","127","175","125","3","7","85","62","515","141","358","142","58","50","20","23","0","11","0","11",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1186","38","1056","75","30","36","10","16","57","41","26","37","0","11","0","11","7","12","0","11","0","11",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","2102","48","1329","124","159","66","1","2","47","41","113","83","212","91","57","46","115","77","69","80","0","11",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","1682","45","1307","106","61","47","9","8","86","63","0","11","32","49","92","48","88","64","7","11","0","11",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","2314","45","2016","102","97","63","99","77","0","16","56","69","0","16","29","32","17","28","0","16","0","16",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1373","77","810","76","74","45","14","17","56","45","222","92","168","76","15","19","14","17","0","11","0","11",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","2605","60","1595","145","134","74","33","29","124","101","464","172","138","110","50","49","67","53","0","16","0","16",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","2589","55","860","129","278","135","98","87","109","94","765","210","409","161","57","42","13","22","0","16","0","16",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","2159","82","1583","146","65","49","0","11","27","27","100","63","177","107","68","47","130","87","9","15","0","11",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1643","38","1287","100","175","77","47","35","58","65","10","16","21","23","35","34","10","16","0","11","0","11",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1391","34","1283","76","57","32","18","18","0","16","23","36","0","16","10","15","0","16","0","16","0","16",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","1830","67","1193","130","185","74","65","48","22","20","28","34","15","17","51","27","231","65","40","49","0","11",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1162","53","632","99","345","110","73","53","7","11","0","11","60","50","45","45","0","11","0","11","0","11",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","914","51","738","61","54","29","19","24","0","11","30","21","45","32","23","15","0","11","5","7","0","11",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1183","32","891","79","200","65","50","32","5","7","16","19","0","11","0","11","0","11","21","34","0","11",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","1692","51","948","89","118","61","22","21","14","24","182","83","308","94","100","77","0","11","0","11","0","11",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","952","28","538","66","93","45","18","22","72","29","95","49","99","37","28","18","9","10","0","11","0","11",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","2081","89","586","111","167","86","101","96","233","92","419","142","500","123","66","61","9","14","0","11","0","11",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1204","29","876","94","0","11","0","11","0","11","107","72","45","41","118","65","58","57","0","11","0","11",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","2746","95","1038","153","695","165","46","53","250","114","661","160","42","49","14","23","0","16","0","16","0","16",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","2623","91","931","167","101","90","16","23","378","143","595","166","283","153","34","38","285","102","0","16","0","16",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2721","114","164","68","332","146","26","32","611","196","761","156","600","188","42","39","185","126","0","11","0","11",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","2496","83","2480","88","16","25","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1562","48","1463","67","75","27","0","11","0","11","0","11","0","11","0","11","0","11","24","38","0","11",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","2158","86","1955","122","203","91","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","4393","117","2632","262","199","83","49","75","419","198","506","228","161","124","0","18","0","18","427","106","0","18",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","2180","63","1946","96","204","74","0","16","0","16","16","24","14","21","0","16","0","16","0","16","0","16",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","2197","116","2101","122","64","44","0","16","0","16","13","22","0","16","0","16","0","16","0","16","19","32",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1786","100","1786","100","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1283","64","959","112","147","65","54","56","97","68","0","11","18","21","0","11","8","14","0","11","0","11",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","3466","168","3081","177","46","33","0","16","13","22","0","16","0","16","15","25","205","80","106","79","0","16",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","2435","77","1662","149","91","64","58","77","26","40","269","133","245","136","0","16","84","73","0","16","0","16",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","2900","83","1804","216","147","82","41","69","412","203","421","166","62","60","13","21","0","16","0","16","0","16",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","2297","132","1498","190","291","123","12","20","76","76","285","122","135","103","0","16","0","16","0","16","0","16",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","2695","119","513","144","0","16","0","16","63","80","130","103","32","39","75","74","67","81","1815","197","0","16",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","2130","67","826","111","195","93","19","30","444","112","386","121","240","92","0","11","0","11","20","30","0","11",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1505","69","494","124","169","77","22","32","64","64","350","107","107","68","175","76","105","54","19","29","0","11",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1542","57","509","103","153","84","34","39","159","78","409","119","197","87","47","64","27","34","7","12","0","11",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","1934","56","1090","126","28","25","16","18","53","47","301","109","337","126","73","60","36","27","0","11","0","11",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","2657","75","1191","163","34","35","36","59","219","105","917","202","94","60","121","101","45","58","0","16","0","16",
