"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No schooling completed","Margin of Error!!Total:!!No schooling completed","Estimate!!Total:!!Nursery school","Margin of Error!!Total:!!Nursery school","Estimate!!Total:!!Kindergarten","Margin of Error!!Total:!!Kindergarten","Estimate!!Total:!!1st grade","Margin of Error!!Total:!!1st grade","Estimate!!Total:!!2nd grade","Margin of Error!!Total:!!2nd grade","Estimate!!Total:!!3rd grade","Margin of Error!!Total:!!3rd grade","Estimate!!Total:!!4th grade","Margin of Error!!Total:!!4th grade","Estimate!!Total:!!5th grade","Margin of Error!!Total:!!5th grade","Estimate!!Total:!!6th grade","Margin of Error!!Total:!!6th grade","Estimate!!Total:!!7th grade","Margin of Error!!Total:!!7th grade","Estimate!!Total:!!8th grade","Margin of Error!!Total:!!8th grade","Estimate!!Total:!!9th grade","Margin of Error!!Total:!!9th grade","Estimate!!Total:!!10th grade","Margin of Error!!Total:!!10th grade","Estimate!!Total:!!11th grade","Margin of Error!!Total:!!11th grade","Estimate!!Total:!!12th grade, no diploma","Margin of Error!!Total:!!12th grade, no diploma","Estimate!!Total:!!Regular high school diploma","Margin of Error!!Total:!!Regular high school diploma","Estimate!!Total:!!GED or alternative credential","Margin of Error!!Total:!!GED or alternative credential","Estimate!!Total:!!Some college, less than 1 year","Margin of Error!!Total:!!Some college, less than 1 year","Estimate!!Total:!!Some college, 1 or more years, no degree","Margin of Error!!Total:!!Some college, 1 or more years, no degree","Estimate!!Total:!!Associate's degree","Margin of Error!!Total:!!Associate's degree","Estimate!!Total:!!Bachelor's degree","Margin of Error!!Total:!!Bachelor's degree","Estimate!!Total:!!Master's degree","Margin of Error!!Total:!!Master's degree","Estimate!!Total:!!Professional school degree","Margin of Error!!Total:!!Professional school degree","Estimate!!Total:!!Doctorate degree","Margin of Error!!Total:!!Doctorate degree",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","2576","408","111","146","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","34","1","4","221","100","29","42","207","132","341","148","225","128","650","226","479","277","189","222","101","85",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","2808","533","50","50","14","20","0","13","0","13","0","13","0","13","0","13","0","13","17","25","0","13","0","13","55","58","0","13","0","13","33","33","469","200","66","55","207","115","520","357","282","101","932","183","129","74","34","50","0","13",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","3151","499","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","16","0","13","74","106","7","16","131","94","524","197","76","86","220","124","319","174","390","252","1053","285","193","104","25","39","132","167",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","3033","536","10","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","30","35","10","15","31","31","195","79","55","43","141","75","221","101","139","57","1267","488","630","153","165","67","131","66",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","1830","179","25","26","0","13","18","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","19","290","127","34","41","63","47","293","107","146","91","702","163","196","88","39","28","12","20",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","2750","494","38","53","0","13","0","13","0","13","0","13","0","13","16","23","0","13","0","13","0","13","12","24","12","19","13","27","10","14","0","13","437","150","169","130","248","132","600","227","204","94","687","282","213","163","54","46","37","51",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","4606","697","1","1","75","91","14","20","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","53","70","25","48","16","27","293","130","173","157","183","115","387","140","469","176","1481","548","999","430","271","135","166","109",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","645","77","2","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","15","17","21","0","13","52","54","98","52","37","39","281","94","62","39","29","31","59","63",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","2635","318","102","87","4","9","0","13","0","13","0","13","10","21","0","13","0","13","47","54","0","13","5","9","14","18","19","29","93","116","85","60","590","189","9","12","274","130","173","89","194","100","727","191","261","122","25","42","3","7",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","3496","483","12","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","38","63","53","82","45","55","95","89","17","26","877","337","189","172","67","57","480","197","518","260","605","235","441","191","28","30","31","36",
