"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","3572","380","35","40","0","17","19","22","10","18","0","17","0","17","0","17","0","17","50","63","9","15","61","59","98","97","37","29","94","74","18","22","655","202","74","40","281","114","500","164","503","138","821","210","268","131","21","25","18","20",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","3759","478","7","38","28","47","0","17","0","17","0","17","0","17","0","17","0","17","143","227","45","68","90","122","0","17","36","38","109","64","61","64","1097","333","201","130","162","113","547","254","360","169","712","195","130","101","12","19","19","31",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","3190","359","16","23","0","17","0","17","0","17","0","17","0","17","0","17","0","17","59","71","14","22","76","68","34","43","131","128","226","119","142","117","789","237","209","106","258","95","381","139","271","131","530","257","41","51","0","17","13","26",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","2134","246","43","47","0","12","0","12","0","12","0","12","0","12","0","12","65","57","0","12","0","12","0","12","19","23","22","33","33","47","0","12","298","137","96","102","351","153","322","166","124","57","484","146","185","95","71","52","21","21",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","2197","262","16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","58","59","24","34","12","19","0","12","74","99","12","20","376","161","97","84","201","91","414","165","408","200","313","124","160","84","0","12","32","49",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","3134","258","33","39","0","17","0","17","0","17","0","17","0","17","0","17","0","17","12","19","0","17","72","53","0","17","9","13","118","103","128","97","647","159","128","77","214","97","347","144","369","166","762","182","241","97","14","20","40","38",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","4002","322","9","15","0","17","0","17","0","17","0","17","3","6","11","19","0","17","0","17","51","61","29","41","21","31","66","62","110","71","116","68","749","191","132","85","194","107","524","170","377","110","1160","195","345","100","35","41","70","43",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","4381","435","13","26","0","17","0","17","0","17","72","116","0","17","73","103","0","17","212","187","0","17","0","17","125","129","14","24","0","17","18","32","1079","360","170","169","316","197","756","266","289","143","763","258","404","169","77","62","0","17",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","3265","294","6","10","0","12","0","12","0","12","0","12","0","12","0","12","48","80","63","75","0","12","4","9","4","10","9","13","78","70","48","55","530","172","86","72","70","50","413","124","297","192","919","236","489","132","103","76","98","68",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1602","152","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","21","46","40","185","86","8","14","66","48","291","94","89","89","499","106","178","68","173","82","57","38",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1545","104","15","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1","2","0","12","1","2","1","2","1","2","0","12","54","64","136","66","22","19","112","73","166","53","84","40","590","98","247","58","84","33","31","20",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","3503","389","18","31","0","17","0","17","0","17","0","17","0","17","18","28","0","17","0","17","23","36","48","52","71","70","106","149","8","9","79","64","579","206","134","117","297","153","663","331","245","146","935","223","255","134","24","34","0","17",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2069","197","20","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","15","18","27","4","9","0","12","27","31","94","38","49","35","163","78","177","59","242","120","740","142","327","84","132","72","65","45",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","3546","248","0","12","0","12","0","12","0","12","0","12","13","27","0","12","0","12","0","12","0","12","0","12","0","12","11","19","0","12","0","12","421","165","26","30","19","17","418","151","189","101","1412","231","644","172","344","143","49","41",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","2293","224","15","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","34","0","12","23","27","0","12","21","34","91","79","41","46","332","118","41","40","121","68","256","94","123","56","802","144","327","99","41","40","38","38",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","4083","447","185","148","0","17","0","17","0","17","0","17","68","115","0","17","25","37","67","81","0","17","0","17","0","17","13","22","31","51","21","37","770","265","294","228","105","59","567","202","204","109","1343","395","297","111","40","45","53","55",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","2764","165","1","2","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","31","317","105","0","12","185","75","297","91","137","69","1134","144","456","121","161","72","53","35",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","2549","302","34","48","0","12","0","12","0","12","0","12","0","12","38","55","0","12","0","12","0","12","0","12","6","11","0","12","0","12","19","21","290","128","59","51","106","64","344","114","208","84","1049","256","363","114","6","11","27","35",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","4787","367","0","17","15","23","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","5","12","0","17","2","4","26","30","27","44","385","176","22","29","134","81","623","162","234","150","1793","279","1192","320","226","85","103","68",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","2150","181","13","14","0","12","0","12","0","12","0","12","3","7","0","12","0","12","0","12","0","12","0","12","0","12","15","17","0","12","7","11","350","119","7","11","161","100","613","181","86","71","518","132","183","77","167","138","27","26",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","2282","184","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","47","9","14","30","26","46","48","88","70","294","132","17","19","101","53","104","42","90","54","791","164","290","87","274","104","109","62",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1888","164","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","10","22","25","85","53","0","12","39","37","48","30","257","83","67","48","142","57","206","69","145","56","643","146","115","61","76","53","29","31",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1511","157","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","17","155","104","9","16","69","47","140","80","62","51","633","141","333","100","78","44","21","20",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","2121","113","7","10","2","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","22","6","8","0","12","0","12","0","12","103","42","14","10","92","65","182","51","92","41","734","84","457","64","320","51","96","29",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","4674","382","31","42","0","17","0","17","0","17","0","17","6","11","4","10","0","17","4","10","0","17","28","36","0","17","2","4","25","37","37","40","450","126","129","83","370","171","622","260","314","158","1638","333","681","210","208","115","125","104",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","2498","319","27","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","20","0","12","10","21","46","59","50","62","67","100","74","58","335","119","74","66","261","123","413","134","325","158","644","195","153","66","0","12","9","16",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","2542","294","70","71","0","17","0","17","0","17","0","17","0","17","12","22","0","17","120","145","32","41","28","48","62","66","57","53","149","115","14","18","709","232","108","90","295","149","358","138","147","82","328","132","32","31","21","25","0","17",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1873","232","0","12","0","12","0","12","25","45","0","12","0","12","0","12","0","12","0","12","0","12","9","21","22","33","66","71","24","36","66","66","535","158","105","70","96","47","270","130","135","88","351","118","121","83","10","16","38","49",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","3239","443","281","287","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","49","63","0","12","38","55","149","145","9","14","380","157","43","39","117","83","274","165","254","126","913","314","502","153","127","85","103","82",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","2553","191","16","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1","2","0","12","2","3","2","4","50","48","29","25","66","53","248","100","62","31","57","38","403","93","147","59","730","137","437","98","175","81","128","55",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","3883","316","33","51","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","16","26","16","26","210","96","18","29","95","92","233","116","193","121","1865","280","651","172","500","209","53","44",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","2056","173","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","15","0","12","0","12","66","45","11","18","138","99","222","84","63","41","1097","171","320","95","95","56","35","24",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","4011","355","1","6","0","17","0","17","0","17","0","17","2","4","0","17","0","17","0","17","0","17","3","6","9","17","22","35","7","16","45","52","556","197","37","42","257","146","532","168","237","105","1735","298","397","134","85","61","86","92",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","3760","330","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","16","24","2","4","46","43","2","5","0","17","121","78","132","89","576","232","15","25","150","96","627","190","353","154","1044","246","568","166","51","71","57","57",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","3546","287","30","35","0","12","0","12","0","12","0","12","0","12","16","25","32","42","0","12","8","17","19","27","21","28","0","12","8","16","0","12","405","169","75","62","161","92","366","161","182","112","1481","264","558","167","159","104","25","28",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","2710","121","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","38","0","12","23","34","0","12","32","37","0","12","143","74","27","35","57","37","182","74","157","89","1060","173","514","131","354","113","136","68",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1967","189","1","4","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","4","7","0","17","18","24","0","17","49","61","58","46","34","51","59","46","172","78","54","40","751","162","318","91","311","99","138","53",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","2120","266","10","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","42","31","37","50","64","9","14","335","142","151","85","49","40","400","189","169","73","490","127","236","77","109","59","40","33",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1818","261","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2","4","0","12","55","57","17","21","114","76","59","47","133","92","385","121","203","89","540","103","184","77","81","44","45","36",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1535","116","10","16","0","12","0","12","0","12","0","12","6","9","0","12","0","12","0","12","0","12","5","8","24","24","68","41","7","10","0","12","139","64","39","35","93","58","159","59","85","45","493","93","246","57","118","40","43","22",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1860","145","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","12","23","30","7","12","9","12","120","72","10","15","96","59","184","94","56","50","689","148","452","103","129","59","69","38",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","2030","212","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","22","41","26","16","19","0","12","4","9","385","109","24","22","110","57","305","78","194","72","680","171","217","74","10","17","14","16",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1138","134","7","10","7","9","0","12","17","25","0","12","0","12","0","12","0","12","39","33","0","12","0","12","16","19","10","15","29","30","26","23","284","91","75","49","67","46","210","81","137","57","155","64","45","25","6","9","8","12",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","2261","236","48","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","43","52","66","87","72","67","133","85","21","34","585","139","109","105","238","90","346","124","182","84","291","141","127","65","0","12","0","12",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1535","184","17","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","12","9","15","0","12","17","19","28","43","44","32","454","112","89","44","72","37","227","88","120","59","276","115","146","66","20","22","9","13",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","3685","341","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","19","0","12","0","12","0","12","11","19","550","155","67","52","129","72","367","130","301","161","1592","290","561","202","42","51","32","31",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","3837","322","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","21","32","88","85","1","2","1224","373","33","42","208","118","439","190","278","165","909","284","527","249","53","45","56","41",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2892","362","41","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","39","0","12","8","12","54","81","64","63","5","12","0","12","548","209","102","89","129","76","554","199","293","121","790","291","213","106","0","12","63","54",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","4548","291","12","18","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","24","40","0","17","0","17","18","30","10","16","711","254","31","34","234","105","610","181","268","153","1573","269","824","223","72","67","161","96",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","2855","196","27","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","39","307","114","0","12","47","37","215","85","319","98","1144","153","563","127","143","60","65","49",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","3698","205","12","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","31","19","32","448","158","115","85","142","83","283","107","286","124","1529","234","641","154","112","71","92","69",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","6809","480","81","116","0","19","0","19","67","97","0","19","0","19","0","19","45","72","0","19","0","19","14","24","153","168","271","161","154","119","96","77","1689","368","583","238","668","269","993","251","1099","280","592","196","304","135","0","19","0","19",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","4270","311","0","17","0","17","0","17","0","17","0","17","0","17","64","83","0","17","0","17","0","17","45","72","0","17","81","85","0","17","0","17","279","111","21","33","120","80","354","144","237","113","1658","288","814","223","489","145","108","63",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","4083","296","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","14","22","33","48","0","17","31","38","570","191","85","68","204","94","562","186","387","174","1467","252","560","255","114","88","56","46",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","3318","201","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","29","43","0","17","47","72","0","17","462","122","104","65","246","95","375","87","287","100","1192","172","459","130","80","70","37","29",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","2118","171","14","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","20","13","22","273","90","33","29","195","74","236","78","140","66","952","161","219","75","37","33","0","12",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","6570","402","0","17","0","17","0","17","0","17","0","17","0","17","0","17","81","114","43","50","2","5","58","46","98","81","86","67","126","92","137","110","1626","358","196","110","248","119","746","196","587","223","1723","314","614","181","173","104","26","45",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","4144","368","138","94","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","34","37","0","17","344","160","84","85","269","132","609","190","312","134","1335","227","788","313","106","71","125","78",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","4524","557","66","62","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","78","111","36","57","95","103","267","186","48","46","850","257","317","228","340","239","652","260","340","155","864","273","341","132","179","190","51","47",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","3947","455","67","64","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","308","277","93","122","73","77","135","109","25","31","1004","359","331","157","312","165","661","267","238","157","531","180","169","107","0","17","0","17",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","4183","407","0","17","0","17","0","17","0","17","36","56","39","62","50","83","81","88","251","138","0","17","163","214","215","177","222","117","111","97","236","161","1385","335","202","125","155","105","450","184","279","151","255","138","53","49","0","17","0","17",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","1771","234","26","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","40","59","8","14","12","20","111","96","58","50","98","61","48","45","558","146","161","96","147","87","181","90","159","108","140","88","24","29","0","12","0","12",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1748","253","47","68","0","12","9","14","0","12","0","12","0","12","29","41","0","12","140","111","18","33","0","12","51","49","22","36","146","125","26","24","609","166","163","89","111","76","114","79","79","61","153","88","22","20","9","16","0","12",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1602","211","0","12","0","12","0","12","27","42","0","12","7","12","28","41","40","61","0","12","0","12","59","47","79","62","44","38","106","64","40","30","489","130","113","59","89","96","242","109","100","63","129","71","10","18","0","12","0","12",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","2483","262","77","53","0","12","0","12","0","12","27","44","0","12","0","12","0","12","83","66","0","12","76","63","19","23","28","32","230","112","80","63","823","200","118","75","97","68","316","143","226","145","225","130","58","36","0","12","0","12",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","3581","461","0","17","0","17","35","59","0","17","0","17","0","17","0","17","0","17","102","102","0","17","13","20","161","106","150","115","220","149","142","98","1299","465","182","136","108","87","464","204","341","179","323","167","28","29","0","17","13","21",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","3018","347","76","90","0","12","0","12","0","12","0","12","0","12","0","12","0","12","50","51","9","15","15","17","139","113","130","89","177","109","32","30","1154","282","185","85","229","84","387","120","195","94","104","58","101","51","35","33","0","12",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","2537","199","44","39","0","12","0","12","0","12","0","12","0","12","6","10","0","12","0","12","0","12","0","12","40","43","59","38","77","57","27","26","763","159","78","42","92","51","412","118","232","100","416","125","237","101","54","40","0","12",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","2450","314","39","36","10","16","13","22","0","12","0","12","27","39","0","12","0","12","9","16","0","12","0","12","29","27","49","55","46","35","78","81","643","172","268","120","174","110","313","124","197","79","350","138","149","57","16","19","40","47",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","1542","190","129","100","0","12","0","12","10","15","11","17","0","12","14","23","0","12","89","63","38","37","3","6","9","14","44","37","0","12","24","20","438","111","45","46","138","53","212","100","146","75","156","68","17","23","13","17","6","10",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","753","97","12","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","190","76","38","30","53","30","159","52","83","34","127","34","66","35","10","13","15","15",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","3077","369","95","92","0","12","0","12","0","12","0","12","0","12","0","12","9","24","0","12","0","12","0","12","0","12","25","41","117","119","32","40","621","215","150","99","231","144","897","271","352","172","396","143","102","66","20","34","30","48",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","2410","268","15","17","0","12","0","12","0","12","12","23","0","12","0","12","0","12","0","12","2","3","9","11","30","30","53","40","43","28","81","50","436","139","159","70","184","95","366","124","305","114","486","122","178","73","29","29","22","28",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","3398","323","6","13","0","17","0","17","0","17","0","17","0","17","0","17","0","17","39","45","0","17","0","17","0","17","6","13","36","33","158","140","703","220","159","83","220","102","783","211","400","172","675","187","180","94","33","40","0","17",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","2839","237","18","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","52","20","31","62","60","50","51","76","44","106","127","57","44","826","166","156","72","263","99","434","110","207","76","313","130","209","96","3","6","5","6",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","2685","129","21","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","5","7","12","80","52","27","23","12","18","737","144","123","40","234","79","388","98","249","81","545","120","184","80","35","32","40","35",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","2036","197","111","86","0","12","0","12","0","12","0","12","0","12","46","54","0","12","75","56","0","12","10","16","69","58","0","12","33","26","73","52","466","144","145","98","179","111","327","88","216","113","146","84","102","70","24","27","14","16",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","2612","305","9","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","15","11","18","24","26","61","55","36","32","101","80","605","167","132","83","164","89","481","160","304","158","487","179","145","65","20","22","22","19",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","5198","528","97","85","0","17","0","17","0","17","23","32","32","54","96","122","104","146","163","210","36","57","231","186","43","68","284","213","314","264","279","156","1484","367","395","355","213","140","861","297","100","73","321","172","122","95","0","17","0","17",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","2021","300","85","76","0","12","0","12","0","12","0","12","45","58","37","52","0","12","0","12","0","12","46","49","147","106","95","78","40","45","71","59","601","229","90","75","171","76","313","107","72","55","147","66","61","42","0","12","0","12",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","2628","293","31","41","0","17","0","17","0","17","31","48","0","17","14","22","0","17","0","17","0","17","40","61","56","74","123","130","231","125","33","42","539","164","159","100","153","83","475","209","311","141","252","123","130","80","39","45","11","18",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","3392","295","31","28","0","17","0","17","0","17","0","17","20","32","26","43","0","17","16","26","5","9","85","58","70","48","130","75","139","95","42","30","1260","215","286","110","271","119","561","204","127","63","215","110","47","34","34","35","27","27",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","2529","405","89","69","0","12","0","12","12","18","0","12","36","54","0","12","0","12","54","83","177","187","70","75","84","89","109","69","52","43","83","88","850","284","118","74","109","64","367","129","249","112","50","48","20","20","0","12","0","12",
