"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","3463","380","89","63","0","16","7","12","0","16","0","16","0","16","0","16","0","16","45","45","10","16","45","41","68","75","7","13","99","73","26","31","706","214","172","96","183","83","501","188","412","147","768","197","273","131","35","26","17","18",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","3831","329","79","70","14","23","0","16","0","16","0","16","0","16","0","16","0","16","163","191","0","16","98","95","0","16","12","20","138","106","53","50","830","232","151","110","196","117","912","231","255","119","763","198","126","85","24","28","17","26",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","3377","491","34","38","0","16","0","16","93","141","74","115","0","16","0","16","0","16","50","74","0","16","56","67","50","59","79","81","493","262","119","109","832","263","219","100","200","119","372","125","246","88","319","143","141","111","0","16","0","16",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","2115","190","56","48","0","11","0","11","0","11","0","11","0","11","0","11","0","11","47","49","0","11","0","11","22","34","0","11","0","11","0","11","311","156","132","102","265","136","384","183","168","68","441","184","232","90","20","23","37","24",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","2361","321","27","28","0","11","0","11","0","11","0","11","51","77","0","11","8","12","0","11","20","30","18","27","40","61","6","12","147","125","11","19","607","185","155","111","121","60","379","148","326","151","321","122","124","74","0","11","0","11",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","3027","213","14","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","43","35","0","11","17","17","110","94","79","61","694","176","110","54","139","73","573","138","291","128","685","173","219","77","34","33","19","21",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","3561","233","7","15","0","16","0","16","0","16","0","16","2","5","9","14","0","16","0","16","14","22","22","33","7","16","32","40","107","64","41","35","759","163","119","74","249","104","533","177","458","153","683","150","392","104","70","44","57","37",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","3622","416","18","30","0","16","0","16","0","16","53","85","0","16","68","90","0","16","169","195","0","16","0","16","109","128","15","24","0","16","16","25","900","327","387","232","227","119","637","222","228","134","433","160","276","157","86","71","0","16",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","3021","359","46","50","0","11","0","11","0","11","0","11","0","11","0","11","37","68","55","60","0","11","28","36","3","13","10","11","56","47","36","41","416","192","77","65","148","80","610","180","112","97","821","222","396","133","128","76","42","34",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1538","185","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","20","0","11","18","24","26","28","194","95","50","46","27","25","173","79","94","47","476","101","184","72","221","76","65","34",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1510","119","13","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","1","2","1","2","1","2","0","11","85","70","118","55","50","25","87","47","176","76","81","28","545","87","209","58","101","39","41","25",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","3167","338","14","25","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","8","0","16","73","66","28","29","114","105","7","8","47","38","584","241","79","80","183","115","754","307","416","220","700","172","158","109","7","19","0","16",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2103","155","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","55","52","0","11","4","8","5","10","27","26","167","74","25","24","152","86","149","62","279","119","754","137","333","78","104","55","49","28",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","3227","280","14","31","0","11","0","11","0","11","0","11","5","9","21","30","0","11","4","9","0","11","0","11","11","17","15","19","10","20","0","11","302","114","11","16","29","23","322","126","152","85","1373","222","548","134","305","110","105","59",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","2509","190","44","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","19","0","11","20","32","69","69","34","40","385","145","51","35","121","71","325","94","111","54","948","185","317","110","41","42","29","30",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","3576","347","23","40","0","16","0","16","0","16","0","16","34","55","22","35","24","39","57","65","14","23","27","43","17","26","23","43","34","42","0","16","663","280","139","105","120","66","515","180","271","157","1160","281","377","133","43","43","13","20",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","2828","194","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","23","37","0","11","0","11","1","3","9","15","15","24","19","27","334","115","1","2","108","60","355","97","171","69","1167","176","416","98","185","88","24","23",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","2424","262","19","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","35","29","12","19","0","11","0","11","20","24","256","100","17","20","165","77","269","88","165","68","1004","224","388","145","53","55","21","26",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","4712","325","2","4","15","24","0","16","0","16","0","16","0","16","0","16","0","16","6","13","6","13","0","16","0","16","0","16","32","37","36","56","450","173","49","53","136","81","614","191","137","94","1687","267","1049","233","361","129","132","68",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","2334","178","9","12","0","11","0","11","2","4","0","11","2","6","0","11","0","11","0","11","0","11","0","11","0","11","14","16","27","47","20","22","532","153","31","50","146","67","628","185","84","67","408","119","227","88","169","131","35","33",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","2248","196","10","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","38","49","10","15","45","42","33","41","42","41","353","124","26","24","57","35","126","62","85","46","646","151","404","105","260","95","113","60",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1830","145","9","14","0","11","0","11","0","11","0","11","8","12","0","11","0","11","0","11","2","7","15","24","61","36","16","19","25","22","17","15","218","88","66","51","119","52","211","79","168","62","657","139","107","55","91","57","40","41",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1487","146","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","152","98","20","23","28","26","178","96","52","48","544","119","332","85","90","42","91","52",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","2122","127","35","48","1","2","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","25","24","0","11","0","11","4","8","0","11","134","44","3","6","58","55","230","70","86","40","722","92","451","71","267","48","106","30",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","4413","319","46","53","0","16","0","16","0","16","0","16","7","12","0","16","0","16","5","12","0","16","79","60","7","14","11","15","37","40","6","14","347","130","118","96","390","166","673","233","400","169","1437","241","611","173","164","109","75","91",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","2288","231","29","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","41","69","0","11","11","19","53","57","13","17","36","49","35","29","357","121","107","77","211","77","368","137","351","161","483","130","169","59","9","14","15","18",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","2599","312","59","75","0","16","0","16","0","16","0","16","0","16","29","43","0","16","147","135","35","42","26","40","67","72","135","93","212","107","25","29","719","188","151","123","212","94","347","107","164","72","177","93","64","46","30","37","0","16",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2026","201","0","11","34","52","0","11","9","25","0","11","12","19","0","11","0","11","0","11","0","11","10","20","13","20","93","66","46","42","70","53","567","135","129","76","144","72","251","108","131","58","347","86","126","68","0","11","44","62",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","3017","303","24","33","0","11","0","11","0","11","40","48","25","28","0","11","0","11","0","11","0","11","1","2","29","45","56","54","48","63","40","32","348","122","56","47","153","100","232","114","243","122","867","248","535","144","197","88","123","56",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","2586","181","10","15","0","11","0","11","0","11","0","11","0","11","0","11","2","3","2","4","0","11","22","24","28","41","47","42","46","25","90","73","274","99","56","32","91","47","457","153","91","37","661","117","416","89","198","88","95","46",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","3731","315","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","16","24","57","54","143","81","14","23","82","74","351","142","103","73","1733","262","635","176","566","198","31","37",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1839","164","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","0","11","0","11","15","16","8","12","92","61","237","89","71","47","1010","155","285","84","78","45","34","28",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","4534","391","23","30","21","34","0","16","0","16","0","16","1","3","0","16","0","16","1","3","0","16","3","5","10","15","25","31","0","16","16","28","552","191","39","43","284","147","780","248","136","93","1865","326","495","159","172","106","111","96",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","4029","424","28","44","0","16","0","16","0","16","0","16","0","16","0","16","0","16","15","24","2","4","33","34","16","24","0","16","98","62","184","92","715","300","16","24","193","116","704","183","305","164","995","273","596","171","89","65","40","42",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","3064","253","33","39","0","11","0","11","0","11","0","11","9","15","10","16","26","35","12","25","6","12","23","26","13","21","6","12","5","11","0","11","524","180","39","42","102","73","277","106","204","109","1097","214","524","158","135","84","19","25",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","2859","166","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","26","39","0","11","24","37","0","11","20","31","9","14","140","56","43","44","62","40","195","72","202","90","1230","193","455","96","362","107","91","53",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","2256","228","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","7","11","0","16","16","12","0","16","48","48","81","64","15","23","53","38","165","65","49","40","971","203","390","99","355","117","106","51",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","2556","304","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","10","41","40","16","25","125","79","17","20","454","150","119","76","33","33","516","176","270","128","575","189","224","72","93","47","66","41",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1763","281","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","16","91","71","104","82","20","24","181","88","90","64","28","36","238","99","197","117","457","147","236","102","73","40","38","37",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1552","103","10","14","0","11","0","11","0","11","0","11","5","8","0","11","0","11","0","11","0","11","18","23","29","27","65","40","19","20","5","7","213","69","9","10","54","37","267","84","66","31","417","84","203","52","126","43","46","26",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1939","149","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","12","15","21","4","10","21","26","118","73","9","14","87","55","167","85","77","46","779","132","439","108","160","70","50","34",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","2282","253","8","17","0","11","0","11","0","11","0","11","9","14","0","11","0","11","0","11","0","11","9","16","21","20","8","13","0","11","7","12","402","118","19","18","158","60","506","149","308","103","577","183","197","76","44","34","9","14",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1006","127","13","14","0","11","0","11","13","19","24","38","0","11","0","11","0","11","49","35","5","7","0","11","19","16","10","15","28","23","12","14","201","74","50","36","40","34","223","73","119","54","173","57","12","12","4","6","11","14",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","2254","237","32","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","58","75","142","109","165","102","12","18","630","155","179","120","217","97","374","128","177","85","143","68","115","64","10","15","0","11",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1585","187","18","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","15","7","12","46","44","46","50","34","31","415","96","156","62","94","46","243","101","99","48","240","98","133","56","14","16","28","44",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","3833","369","21","26","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","6","51","54","6","14","37","48","18","30","561","179","74","62","99","68","568","198","333","182","1461","310","491","171","58","58","52","50",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","3750","304","32","38","0","16","0","16","0","16","17","26","0","16","0","16","0","16","0","16","0","16","24","38","0","16","34","39","56","42","0","16","1148","295","18","21","152","91","457","148","138","114","974","221","591","239","41","36","68","54",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2616","255","28","53","0","11","0","11","0","11","0","11","0","11","0","11","0","11","91","102","0","11","0","11","3","6","63","60","16","27","0","11","559","208","49","56","88","86","605","159","227","122","687","208","148","64","7","17","45","44",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","4672","257","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","16","25","0","16","610","171","43","50","330","175","632","175","179","99","1712","328","872","232","167","94","111","89",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","2726","185","29","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","41","61","0","11","27","39","0","11","34","36","288","120","6","11","68","43","250","80","190","73","1065","150","539","135","107","50","82","51",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","3679","289","35","49","0","11","0","11","0","11","0","11","0","11","0","11","0","11","58","58","0","11","0","11","0","11","0","11","16","24","0","11","472","149","90","75","174","122","408","141","330","153","1304","228","596","179","76","58","120","70",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","6493","418","150","180","0","18","0","18","60","85","0","18","0","18","0","18","0","18","0","18","18","29","13","23","142","139","151","107","157","116","223","157","1710","386","229","138","701","246","1099","263","678","210","895","205","267","108","0","18","0","18",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","4335","259","0","16","0","16","0","16","0","16","0","16","0","16","91","110","0","16","0","16","0","16","0","16","0","16","95","114","0","16","0","16","340","124","33","52","103","58","415","181","215","127","1606","267","891","233","431","151","115","66",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","4429","262","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","47","62","0","16","0","16","11","17","30","44","42","51","87","65","677","198","59","62","255","112","554","165","409","178","1166","233","874","274","138","124","80","60",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","3297","226","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","15","23","0","16","0","16","10","17","17","25","0","16","0","16","571","160","88","53","203","78","459","122","282","86","1102","169","474","119","68","83","8","13",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","2120","178","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","22","28","26","11","19","261","81","24","24","128","64","312","100","163","70","925","160","181","79","28","27","33","30",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","6323","473","35","55","0","16","0","16","0","16","0","16","1","2","0","16","105","138","48","51","25","35","83","59","95","79","147","79","134","112","119","103","1390","295","82","84","194","107","931","249","591","200","1543","333","601","206","121","79","78","68",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","4216","315","43","45","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","15","22","0","16","301","144","49","48","226","118","724","223","377","146","1398","259","735","192","171","89","177","150",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","4107","374","58","55","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","38","46","0","16","101","93","361","226","101","89","779","276","123","93","295","183","908","273","200","111","744","256","255","105","43","46","101","101",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","3349","404","70","99","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","271","204","49","47","67","72","0","16","29","36","799","261","290","158","261","114","633","218","170","130","490","150","220","121","0","16","0","16",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","4200","414","0","16","0","16","0","16","0","16","0","16","111","177","52","82","89","102","144","119","58","73","238","269","226","222","223","97","207","128","236","202","1109","306","296","152","225","120","514","217","205","121","222","148","45","43","0","16","0","16",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","1951","274","21","22","0","11","0","11","0","11","20","33","26","42","0","11","0","11","56","63","52","53","8","14","24","31","18","24","136","105","60","44","613","176","158","102","183","90","226","104","102","75","222","116","17","20","9","13","0","11",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1576","187","23","32","0","11","0","11","0","11","0","11","0","11","30","45","13","20","58","63","8","18","0","11","63","60","0","11","124","99","24","25","490","180","114","61","60","55","255","112","161","91","112","63","14","16","0","11","27","42",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1707","194","26","33","0","11","0","11","23","36","0","11","0","11","21","32","37","59","19","29","0","11","12","16","50","50","122","92","100","58","36","28","569","140","153","78","67","50","299","114","68","57","96","64","9","14","0","11","0","11",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","2473","246","86","56","0","11","0","11","0","11","21","35","7","10","53","66","0","11","123","103","5","9","53","50","5","9","75","55","172","88","79","52","696","167","136","92","169","89","404","128","193","121","168","97","28","27","0","11","0","11",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","3374","353","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","90","83","0","16","17","28","138","120","33","38","229","141","60","58","1170","360","370","186","142","93","419","164","240","134","394","164","72","74","0","16","0","16",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","2889","258","104","99","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","17","18","14","16","77","62","69","43","110","77","25","23","1169","222","165","70","235","83","526","130","153","83","144","79","69","45","12","17","0","11",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","2641","185","37","43","0","11","0","11","0","11","0","11","0","11","17","25","0","11","22","32","0","11","0","11","14","22","63","50","92","62","47","46","766","161","116","57","89","53","384","120","207","94","395","121","250","94","135","79","7","12",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","2486","307","51","41","0","11","0","11","0","11","0","11","24","37","0","11","0","11","18","24","0","11","0","11","37","47","27","43","58","45","103","82","614","153","168","77","218","100","389","171","253","112","298","108","177","86","10","15","41","50",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","1379","158","64","47","0","11","0","11","7","12","0","11","0","11","8","15","0","11","72","38","22","25","40","29","12","16","28","27","39","33","55","31","404","87","63","39","101","42","191","75","144","60","115","42","9","10","0","11","5","8",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","787","105","4","6","0","11","0","11","0","11","0","11","0","11","0","11","9","14","26","29","0","11","0","11","0","11","0","11","0","11","0","11","182","65","53","42","77","35","174","55","63","34","125","42","63","28","0","11","11","11",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","3210","359","57","76","0","16","0","16","0","16","0","16","0","16","51","76","12","21","0","16","0","16","45","70","0","16","248","234","139","127","15","25","623","175","143","90","401","160","902","238","313","107","146","86","94","71","21","28","0","16",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","2174","216","16","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","3","5","0","11","29","20","36","27","28","26","81","48","405","100","176","78","127","60","276","71","298","138","428","112","219","89","37","33","15","17",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","3435","395","38","52","0","16","0","16","0","16","0","16","0","16","0","16","0","16","120","95","0","16","0","16","0","16","0","16","24","27","241","190","747","230","129","83","275","156","658","202","291","145","701","214","155","67","41","49","15","25",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","2834","264","6","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","30","44","3","8","63","51","73","70","34","27","146","125","47","36","747","167","127","61","245","84","558","172","167","71","350","150","217","79","13","16","8","12",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","2928","152","25","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","43","7","11","94","64","64","37","16","20","760","140","155","74","318","87","434","125","248","60","567","117","163","64","16","16","33","31",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","2230","233","78","49","0","11","0","11","19","30","9","14","24","28","54","62","8","13","106","71","69","111","19","23","100","74","20","27","73","66","65","43","498","120","174","127","133","73","280","84","221","118","146","51","108","75","20","23","6","10",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","2676","317","46","37","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","13","20","22","47","44","57","44","42","42","80","70","121","70","573","140","154","82","152","89","473","143","298","141","459","177","90","47","31","26","24","22",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","4849","551","158","99","0","16","0","16","0","16","33","43","0","16","107","97","148","164","318","293","21","31","266","178","62","71","233","165","217","203","296","150","1232","309","341","253","232","138","651","242","133","71","275","144","93","73","33","39","0","16",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","2125","205","52","44","0","11","0","11","0","11","0","11","101","70","0","11","7","11","112","96","19","26","134","96","143","88","111","76","47","47","54","53","448","118","111","57","159","68","395","102","71","51","107","45","54","42","0","11","0","11",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","2610","309","58","61","0","16","0","16","0","16","0","16","0","16","0","16","0","16","10","32","0","16","0","16","60","64","94","83","247","153","33","30","601","221","93","62","199","90","544","196","237","107","259","96","143","81","15","25","17","18",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","3404","337","25","23","0","16","0","16","0","16","7","12","0","16","17","28","15","18","25","33","5","10","55","51","104","67","103","62","152","100","136","75","1247","247","285","106","206","91","495","147","166","66","267","100","64","37","21","31","9","13",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","2460","331","71","60","0","11","0","11","10","15","0","11","15","26","0","11","0","11","0","11","61","91","83","58","56","70","148","91","83","73","94","92","937","247","138","85","93","63","330","163","266","98","61","54","14","29","0","11","0","11",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","1162","126","7","11","0","11","0","11","4","7","11","17","0","11","0","11","48","42","0","11","0","11","7","10","19","18","22","22","10","16","5","7","338","74","49","43","86","39","157","53","87","55","191","56","84","44","30","28","7","13",
