"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","910","254","42","49","250","255","177","97","188","113","35","57","20","33","0","13","0","13","148","91","50","49",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","864","368","15","24","48","45","66","47","39","37","137","79","334","377","37","31","130","78","58","51","0","13",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","1989","276","144","170","194","118","323","123","253","173","335","199","119","114","135","119","66","57","384","156","36","40",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","252","94","6","9","31","29","76","62","34","51","0","13","9","15","0","13","10","16","78","51","8","13",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","668","144","11","18","14","24","90","59","141","87","100","71","83","67","28","32","33","34","143","90","25","38",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","1021","169","15","24","2","4","337","175","142","79","121","112","87","73","40","48","102","75","171","104","4","9",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","191","112","0","18","19","30","0","18","68","78","18","28","8","13","32","37","0","18","0","18","46","65",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","492","128","0","13","79","74","75","66","15","17","96","71","39","41","7","13","63","67","118","117","0","13",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","1045","237","53","82","18","28","33","54","156","117","73","92","216","133","60","64","149","166","265","195","22","34",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","613","176","0","18","52","42","91","82","13","20","17","20","39","36","16","25","60","104","312","127","13","21",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","1671","238","27","44","90","83","181","172","381","254","242","189","159","129","134","134","163","145","161","140","133","145",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","2083","514","117","100","235","215","434","218","506","429","0","18","163","159","58","66","14","23","391","253","165","142",
