"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","1034","291","37","44","247","229","161","123","207","165","0","13","194","150","21","33","0","13","126","99","41","41",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","836","364","0","13","85","79","46","45","27","30","92","61","311","355","66","51","132","87","77","68","0","13",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","2098","235","139","157","231","139","397","163","340","184","213","180","145","124","91","95","106","79","403","181","33","39",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","233","95","6","10","30","27","52","54","34","54","0","13","0","13","0","13","28","45","75","54","8","13",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","581","148","13","21","17","29","105","79","152","100","63","54","73","48","24","38","32","32","102","71","0","13",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","857","187","15","24","2","4","115","79","175","99","217","162","72","71","0","13","114","104","140","77","7","14",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","118","85","0","18","0","18","0","18","18","28","19","32","8","13","32","40","0","18","0","18","41","62",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","613","131","0","13","127","101","83","81","30","25","72","63","42","57","63","76","76","86","120","113","0","13",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","996","238","64","98","54","59","55","88","115","94","33","41","160","143","74","67","85","85","331","190","25","40",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","606","175","0","18","98","74","49","51","0","18","12","16","84","54","9","20","59","103","228","108","67","70",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","1843","245","75","86","105","101","224","184","369","240","354","248","152","144","165","151","286","216","113","92","0","18",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","2165","533","95","94","174","187","372","228","542","465","28","46","147","148","9","33","36","54","528","254","234","193",
