"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","326","141","0","16","25","28","89","79","51","64","11","18","41","38","33","51","15","23","34","52","27","31",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","943","151","44","43","104","62","99","55","131","68","116","89","71","71","51","63","94","91","182","110","51","48",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","665","105","9","15","33","24","137","75","37","25","130","69","73","66","22","23","61","52","154","82","9","15",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","1878","138","47","50","203","98","181","119","253","113","247","133","255","151","63","51","306","164","265","125","58","70",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","228","89","0","11","11","17","29","20","53","27","8","14","69","72","12","20","12","19","22","23","12","18",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","712","85","41","39","115","58","116","68","53","35","113","58","58","39","35","36","79","54","102","64","0","11",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1069","148","62","55","125","71","87","54","144","91","140","78","154","89","31","29","44","44","260","113","22","24",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","532","108","32","46","0","11","30","27","9","14","29","45","63","72","181","75","28","40","139","83","21","20",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","923","173","0","16","91","79","143","112","125","113","76","69","48","43","83","76","129","104","181","85","47","73",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","776","138","91","69","29","44","33","31","124","65","66","45","72","41","25","37","175","99","101","52","60","61",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","1611","188","20","31","44","45","272","127","200","132","245","142","217","132","61","51","110","92","309","122","133","89",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","1664","177","56","56","173","89","110","77","165","124","182","124","78","62","83","83","310","150","415","159","92","91",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","449","95","18","29","34","51","74","60","42","45","17","28","31","48","42","68","42","44","149","98","0","11",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1222","130","0","11","129","100","149","73","171","77","233","134","118","84","105","84","100","68","194","96","23","28",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","376","93","0","11","45","55","16","19","66","43","38","41","8","13","31","38","64","56","108","60","0","11",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","141","78","0","16","16","23","0","16","23","26","0","16","28","37","12","19","27","40","12","18","23","27",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","1465","242","121","105","63","53","127","103","330","172","55","73","215","143","101","110","71","80","332","165","50","86",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","905","190","0","11","137","81","64","60","161","118","90","66","92","98","75","72","92","63","178","94","16","27",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","290","68","0","11","25","23","17","17","48","44","57","53","16","19","18","29","44","35","41","42","24","28",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","149","50","21","20","19","14","25","24","33","30","14","16","5","8","9","12","23","28","0","11","0","11",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","1973","210","24","29","259","131","168","95","324","130","181","118","154","94","107","80","243","140","500","156","13","20",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","265","60","12","15","44","25","20","26","36","41","41","41","19","22","27","46","0","11","18","20","48","58",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","637","135","115","87","80","61","51","38","69","67","60","46","6","9","0","11","73","56","62","34","121","89",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","1421","91","108","64","158","55","213","69","160","61","152","63","116","60","82","39","161","79","253","83","18","30",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","2082","186","101","94","185","98","243","101","246","120","274","136","73","59","218","106","143","80","528","152","71","75",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","562","115","6","10","147","80","104","55","50","36","34","29","32","40","0","11","15","17","77","54","97","70",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","1835","111","131","71","258","86","430","134","198","76","175","74","147","68","58","46","67","42","300","97","71","60",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","1154","156","41","45","132","76","112","69","201","126","187","106","75","68","31","51","26","30","268","134","81","88",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","757","109","35","36","127","54","85","52","58","51","56","45","93","56","39","36","61","51","136","92","67","59",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","627","80","18","20","20","21","38","26","142","83","142","66","43","33","41","33","11","17","116","65","56","50",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","326","74","10","16","59","47","18","22","67","48","43","31","37","29","0","11","0","11","92","55","0","11",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","393","95","8","13","49","44","43","36","137","62","32","37","40","33","0","11","32","29","52","35","0","11",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","84","47","2","5","10","15","11","14","22","34","5","6","0","11","4","5","0","11","28","29","2","3",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","730","139","15","25","14","24","138","98","18","27","145","109","85","71","49","40","84","69","182","114","0","16",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","1099","136","8","14","36","38","78","61","113","76","114","78","118","73","146","89","263","120","212","109","11","17",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","1130","153","0","16","59","52","93","65","197","111","125","85","111","66","24","23","119","96","334","119","68","50",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","239","76","0","11","44","41","18","19","14","20","10","15","45","41","19","29","0","11","53","53","36","35",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","471","106","0","11","28","32","53","53","110","86","57","28","65","68","24","29","13","20","76","52","45","39",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","476","99","0","11","32","44","63","60","103","73","117","76","16","16","32","34","10","12","95","60","8","10",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","348","136","0","16","60","47","135","107","14","22","18","29","16","28","16","28","0","16","29","34","60","51",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","546","101","20","22","97","48","147","71","64","60","24","22","63","54","23","21","10","16","91","61","7","13",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","824","140","79","64","55","46","162","103","220","136","0","16","83","92","55","68","45","44","44","41","81","81",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","1263","199","44","72","29","35","140","107","188","112","166","124","54","53","142","97","186","122","297","166","17","29",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","726","143","0","11","133","69","61","47","92","65","132","94","84","58","0","11","33","31","127","80","64","58",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","552","102","69","57","48","32","100","61","103","84","69","55","54","45","47","50","0","11","53","50","9","12",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","313","79","13","15","18","19","23","17","26","23","77","63","18","19","21","33","28","45","54","36","35","28",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","635","123","9","16","28","31","100","59","78","54","98","52","7","12","20","23","49","38","163","78","83","60",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","443","121","8","13","25","29","50","39","22","28","73","62","46","53","0","11","5","9","169","97","45","51",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","215","55","5","7","22","15","62","29","30","18","22","31","10","11","0","11","5","8","50","32","9","10",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","306","76","0","11","74","34","67","48","46","34","40","38","20","20","14","19","16","19","17","17","12","17",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","792","123","78","61","91","59","116","62","104","63","80","57","84","61","37","30","55","52","130","61","17","20",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","559","81","6","10","42","29","78","46","54","28","51","34","19","15","11","15","32","23","195","58","71","33",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","1572","141","17","26","95","66","77","51","163","87","208","102","95","67","110","71","159","121","449","152","199","91",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","205","79","8","13","4","7","9","14","0","11","46","41","52","51","0","11","24","37","62","41","0","11",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","1170","193","0","16","45","43","27","34","223","135","287","150","178","116","143","110","89","85","135","126","43","67",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","1742","181","41","46","136","70","521","195","310","132","217","108","171","108","57","49","46","44","179","96","64","51",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","2146","204","85","67","163","108","214","99","224","127","292","154","213","127","283","177","136","125","463","169","73","95",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","49","44","0","16","0","16","0","16","36","39","0","16","0","16","0","16","0","16","0","16","13","21",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","66","56","0","11","9","15","27","41","0","11","0","11","0","11","0","11","0","11","3","8","27","31",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","168","90","0","11","0","11","56","67","0","11","0","11","0","11","0","11","16","26","20","35","76","78",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","1752","258","42","65","14","24","97","77","61","46","280","149","224","153","120","97","94","75","513","232","307","190",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","46","46","0","16","0","16","0","16","23","36","14","25","0","16","0","16","0","16","0","16","9","15",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","249","142","0","16","16","21","90","98","6","12","41","47","0","16","0","16","0","16","11","19","85","86",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","160","69","0","16","3","7","26","30","41","42","0","16","21","36","8","12","29","45","14","16","18","22",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","109","59","0","11","18","23","5","9","0","11","19","19","11","18","25","38","0","11","20","22","11","17",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","639","213","0","16","0","16","60","51","99","105","34","36","19","31","35","40","30","37","279","159","83","93",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","609","160","0","16","48","74","42","63","85","73","113","116","0","16","54","49","124","109","105","103","38","61",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","1155","251","0","16","15","26","110","106","134","132","108","104","14","24","112","106","80","66","428","187","154","122",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","885","203","0","16","66","58","31","38","149","95","40","39","39","39","16","25","116","94","322","134","106","101",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","957","210","48","76","147","126","138","127","254","140","141","116","43","69","42","68","44","44","41","66","59","73",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","961","142","20","32","75","62","55","48","67","54","113","79","64","56","75","68","35","32","417","144","40","41",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1039","131","42","40","7","11","92","59","136","67","88","61","62","44","68","62","55","48","326","124","163","91",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1126","122","29","36","72","79","91","67","163","83","85","54","135","86","19","24","123","71","288","98","121","65",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","1150","138","9","15","76","66","23","29","142","89","87","54","147","94","41","46","62","57","409","125","154","92",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","1586","207","32","37","48","62","230","156","149","101","141","101","84","85","145","106","131","107","402","147","224","130",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","535","114","41","47","34","36","40","31","40","39","46","47","41","37","25","27","46","40","163","80","59","56",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","313","108","0","11","50","56","32","29","27","23","17","20","26","25","0","11","84","63","61","43","16","20",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","1259","182","0","11","33","28","100","71","184","83","135","77","130","83","132","67","102","64","425","151","18","20",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","680","76","19","19","28","23","88","42","117","47","21","19","55","34","87","44","64","38","179","61","22","18",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","207","49","0","11","0","11","19","18","13","14","81","44","21","29","8","10","0","11","45","40","20","21",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","1806","182","67","67","96","76","194","93","306","142","196","112","229","145","170","115","113","97","435","169","0","16",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","165","73","0","11","29","25","48","55","30","32","0","11","13","20","8","12","6","12","23","25","8","12",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","1490","241","29","33","170","114","352","124","187","113","108","65","90","90","11","18","247","143","280","116","16","26",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","553","129","0","11","18","19","30","27","27","26","33","39","17","19","52","40","90","63","278","109","8","14",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","219","74","0","11","32","25","26","18","18","19","6","9","8","13","50","54","39","31","17","19","23","22",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","374","99","0","11","7","11","29","25","155","82","20","23","13","21","0","11","26","40","90","62","34","38",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","1114","123","0","11","152","86","132","68","92","61","128","62","174","88","58","35","113","75","234","77","31","43",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","1636","250","28","32","39","49","159","108","164","120","278","153","113","92","90","82","151","95","578","226","36","49",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","653","104","8","11","63","42","66","48","81","58","6","15","48","62","50","44","136","67","122","57","73","38",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","1226","158","11","17","41","50","212","107","242","85","150","94","91","81","88","84","70","45","321","119","0","16",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","978","154","33","24","83","57","67","62","116","78","50","39","66","56","57","42","145","75","351","99","10","15",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","677","119","26","41","25","25","108","88","89","55","53","55","12","22","0","11","120","88","210","108","34","47",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","126","46","0","11","10","11","26","26","15","15","6","10","17","19","5","8","9","11","38","33","0","11",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","194","99","0","11","0","11","18","25","21","26","75","75","20","24","0","11","0","11","40","30","20","21",
"1400000US18097340902","Census Tract 3409.02, Marion County, Indiana","2142","245","26","30","253","131","290","175","216","133","267","139","125","97","97","63","188","139","583","203","97","79",
"1400000US18097341000","Census Tract 3410, Marion County, Indiana","164","60","23","31","8","12","25","18","18","17","9","10","5","7","32","31","13","15","18","13","13","15",
"1400000US18097341100","Census Tract 3411, Marion County, Indiana","380","75","6","10","6","9","24","20","37","31","58","45","41","44","30","31","13","15","160","56","5","8",
"1400000US18097341200","Census Tract 3412, Marion County, Indiana","501","69","5","8","19","20","19","17","85","41","10","12","13","14","21","23","64","32","185","61","80","46",
"1400000US18097341600","Census Tract 3416, Marion County, Indiana","554","104","0","11","19","24","26","32","107","64","30","23","49","38","28","32","35","29","169","92","91","44",
"1400000US18097341700","Census Tract 3417, Marion County, Indiana","917","136","12","16","63","39","42","30","72","53","95","64","67","56","126","79","125","81","269","93","46","38",
"1400000US18097341902","Census Tract 3419.02, Marion County, Indiana","297","91","0","11","10","16","77","58","10","15","30","38","22","25","0","11","6","10","126","63","16","27",
"1400000US18097341903","Census Tract 3419.03, Marion County, Indiana","1659","169","13","22","85","65","293","140","287","126","82","89","191","123","183","117","152","110","346","126","27","32",
"1400000US18097341904","Census Tract 3419.04, Marion County, Indiana","655","64","18","19","25","15","79","42","90","55","76","39","66","40","71","44","108","48","122","50","0","11",
"1400000US18097342000","Census Tract 3420, Marion County, Indiana","195","96","0","16","34","39","14","23","53","56","34","39","0","16","0","16","31","49","14","24","15","24",
"1400000US18097342101","Census Tract 3421.01, Marion County, Indiana","526","164","0","16","12","18","30","30","50","34","43","46","120","89","30","28","18","28","214","118","9","13",
"1400000US18097342200","Census Tract 3422, Marion County, Indiana","1044","135","24","38","51","43","131","68","84","44","120","54","162","100","96","52","90","85","195","84","91","56",
"1400000US18097342300","Census Tract 3423, Marion County, Indiana","1009","205","15","24","70","86","71","75","129","105","181","149","45","46","29","48","103","78","355","191","11","23",
"1400000US18097342400","Census Tract 3424, Marion County, Indiana","327","74","35","37","42","35","42","47","26","18","20","18","56","47","7","10","15","15","66","40","18","16",
"1400000US18097342500","Census Tract 3425, Marion County, Indiana","568","145","0","11","10","15","56","44","51","41","9","14","42","34","79","75","40","35","252","124","29","35",
"1400000US18097342600","Census Tract 3426, Marion County, Indiana","548","133","0","11","27","28","29","30","24","27","102","66","51","41","66","55","27","26","213","95","9","15",
"1400000US18097350100","Census Tract 3501, Marion County, Indiana","285","80","7","10","40","28","7","12","0","11","31","29","46","37","20","18","41","37","67","41","26","20",
"1400000US18097350300","Census Tract 3503, Marion County, Indiana","1153","154","63","54","35","29","44","55","129","52","125","74","79","53","92","70","128","76","355","106","103","57",
"1400000US18097350400","Census Tract 3504, Marion County, Indiana","434","105","0","11","50","44","42","32","31","24","0","11","59","55","6","9","43","35","199","79","4","8",
"1400000US18097350500","Census Tract 3505, Marion County, Indiana","494","96","6","8","60","47","24","25","68","48","43","35","27","29","37","26","35","26","146","71","48","43",
"1400000US18097350600","Census Tract 3506, Marion County, Indiana","783","184","35","56","57","50","24","26","0","11","35","43","28","47","74","73","64","57","385","140","81","68",
"1400000US18097350700","Census Tract 3507, Marion County, Indiana","209","79","13","19","18","18","5","8","5","8","14","15","0","11","5","7","8","9","107","55","34","34",
"1400000US18097350800","Census Tract 3508, Marion County, Indiana","597","83","0","11","21","24","15","18","33","28","42","34","23","29","53","38","136","66","168","66","106","57",
"1400000US18097350900","Census Tract 3509, Marion County, Indiana","256","60","0","11","12","13","16","14","30","23","48","42","23","25","24","22","43","34","36","22","24","23",
"1400000US18097351000","Census Tract 3510, Marion County, Indiana","609","150","0","11","8","14","78","59","28","25","78","59","20","30","44","40","21","27","284","114","48","55",
"1400000US18097351200","Census Tract 3512, Marion County, Indiana","542","89","30","31","6","11","9","14","39","35","61","44","92","67","13","9","66","41","208","68","18","28",
"1400000US18097351500","Census Tract 3515, Marion County, Indiana","566","98","8","13","36","33","67","31","87","47","39","28","33","30","5","7","76","45","177","55","38","23",
"1400000US18097351600","Census Tract 3516, Marion County, Indiana","486","101","29","24","50","42","114","58","78","49","25","22","8","10","33","26","14","13","104","56","31","29",
"1400000US18097351700","Census Tract 3517, Marion County, Indiana","493","137","0","11","0","11","29","28","51","47","70","59","38","41","34","31","55","56","145","76","71","67",
"1400000US18097351900","Census Tract 3519, Marion County, Indiana","517","83","26","39","49","51","19","19","31","32","39","23","40","37","48","46","29","27","84","55","152","66",
"1400000US18097352100","Census Tract 3521, Marion County, Indiana","442","99","3","7","19","17","19","20","28","23","15","23","52","38","25","26","58","41","150","54","73","47",
"1400000US18097352300","Census Tract 3523, Marion County, Indiana","280","61","0","11","0","11","13","20","27","23","33","37","19","27","19","23","33","30","76","43","60","43",
"1400000US18097352400","Census Tract 3524, Marion County, Indiana","883","133","0","11","23","23","57","48","42","36","106","77","87","66","108","85","140","76","255","95","65","53",
"1400000US18097352500","Census Tract 3525, Marion County, Indiana","595","128","28","27","10","16","69","58","77","57","17","21","62","62","35","30","108","65","140","72","49","54",
"1400000US18097352600","Census Tract 3526, Marion County, Indiana","696","150","11","18","9","13","73","51","52","40","53","58","18","28","35","34","78","60","240","103","127","59",
"1400000US18097352700","Census Tract 3527, Marion County, Indiana","676","141","0","11","37","31","41","38","97","72","64","35","30","25","25","35","38","32","129","78","215","109",
"1400000US18097352800","Census Tract 3528, Marion County, Indiana","285","59","17","20","0","11","0","11","19","20","51","43","56","33","36","33","37","31","47","37","22","20",
"1400000US18097353300","Census Tract 3533, Marion County, Indiana","1383","139","29","38","94","53","318","130","171","82","227","101","74","52","54","36","54","30","291","117","71","51",
"1400000US18097353500","Census Tract 3535, Marion County, Indiana","1000","101","25","29","11","17","40","36","82","45","209","96","66","50","11","19","35","31","368","110","153","83",
"1400000US18097353600","Census Tract 3536, Marion County, Indiana","533","90","0","11","5","7","16","14","65","37","29","28","6","9","53","38","60","40","247","89","52","35",
"1400000US18097354200","Census Tract 3542, Marion County, Indiana","2959","281","70","53","229","131","395","152","259","134","490","183","312","162","116","84","116","91","619","199","353","140",
"1400000US18097354400","Census Tract 3544, Marion County, Indiana","332","69","4","6","50","40","21","22","42","20","58","35","28","28","13","14","0","11","111","47","5","7",
"1400000US18097354500","Census Tract 3545, Marion County, Indiana","625","88","14","23","30","24","78","41","36","22","47","34","72","44","18","21","99","47","143","53","88","38",
"1400000US18097354700","Census Tract 3547, Marion County, Indiana","326","50","7","12","10","16","21","20","0","11","25","23","17","19","23","26","81","36","100","40","42","28",
