"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","318","111","0","16","36","26","91","79","32","30","12","20","42","40","36","56","14","22","37","53","18","28",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","830","160","18","26","78","56","119","75","135","76","146","84","76","75","56","64","17","26","129","72","56","46",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","654","91","22","23","49","34","87","42","35","27","159","94","91","67","14","19","78","66","119","69","0","11",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","1794","146","44","45","197","96","223","122","229","110","267","117","168","88","103","64","267","161","241","105","55","69",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","251","95","0","11","0","11","49","34","44","31","8","13","91","84","12","18","11","17","36","33","0","11",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","788","99","36","42","84","44","110","69","66","32","126","69","73","43","50","40","61","38","174","85","8","12",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","1056","122","13","20","59","40","145","86","179","97","126","75","98","63","70","71","74","64","269","129","23","24",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","478","128","29","43","0","11","54","45","10","15","29","47","20","22","158","84","34","38","121","78","23","21",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","928","178","0","16","70","73","110","105","165","143","113","93","93","70","66","59","100","89","211","112","0","16",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","818","161","91","86","27","41","59","62","135","64","65","40","73","46","26","42","137","86","158","68","47","58",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","1529","168","20","32","41","38","278","129","199","129","271","156","163","116","70","55","94","82","242","126","151","115",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","1622","209","67","66","189","123","122","89","192","131","173","147","68","62","127","112","344","175","225","141","115","116",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","385","125","24","35","44","66","39","60","43","46","20","31","58","73","0","11","18","29","139","97","0","11",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","1204","141","0","11","114","83","164","82","120","83","167","92","181","88","94","80","114","81","226","112","24","27",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","392","102","0","11","56","69","8","12","86","47","32","31","6","10","28","41","68","60","108","67","0","11",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","138","76","0","16","21","24","0","16","7","11","0","16","39","42","0","16","38","48","9","13","24","26",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","1460","217","98","86","85","77","92","80","324","152","54","66","125","114","50","50","164","131","409","179","59","96",
