"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","1398","135","-","**","1145","295","1447","153","-","**","-","**","-","**",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","1186","300","-","**","-","**","1129","197","1621","370","-","**","-","**",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","1089","54","970","131","922","55","1231","94","-","**","-","**","-","**",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","1370","159","-","**","-","**","1358","105","1571","827","-","**","-","**",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","1189","82","-","**","1085","90","1331","139","1827","920","-","**","-","**",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","1206","124","-","**","967","108","1235","119","1577","279","-","**","-","**",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","1172","336","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","1172","148","-","**","787","178","1312","92","1435","178","-","**","-","**",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","1123","221","-","**","686","271","1202","202","1458","1038","-","**","-","**",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","989","449","-","**","667","445","309","50","1800","675","2148","218","-","**",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","883","132","-","**","798","74","1176","233","1392","194","-","**","-","**",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","951","143","-","**","875","277","849","68","1172","154","-","**","-","**",
"1400000US18097310308","Census Tract 3103.08; Marion County; Indiana","1436","494","-","**","-","**","2011","1978","1647","208","-","**","-","**",
"1400000US18097310309","Census Tract 3103.09; Marion County; Indiana","971","104","891","68","841","351","1189","70","1132","161","-","**","-","**",
"1400000US18097310310","Census Tract 3103.10; Marion County; Indiana","1185","111","-","**","-","**","1153","72","1741","415","-","**","-","**",
"1400000US18097310311","Census Tract 3103.11; Marion County; Indiana","1404","263","-","**","-","**","-","**","1404","263","-","**","-","**",
"1400000US18097310312","Census Tract 3103.12; Marion County; Indiana","959","50","808","148","922","87","1000","236","-","**","-","**","-","**",
"1400000US18097320105","Census Tract 3201.05; Marion County; Indiana","1219","133","-","**","1093","261","1205","116","1789","447","-","**","-","**",
"1400000US18097320106","Census Tract 3201.06; Marion County; Indiana","1162","59","-","**","-","**","1133","35","1538","255","-","**","-","**",
"1400000US18097320107","Census Tract 3201.07; Marion County; Indiana","-","**","-","**","-","**","-","**","2125","448","-","**","-","**",
"1400000US18097320108","Census Tract 3201.08; Marion County; Indiana","1101","111","947","19","974","104","1321","57","-","**","-","**","-","**",
"1400000US18097320109","Census Tract 3201.09; Marion County; Indiana","357","212","-","**","293","62","1266","740","-","**","-","**","-","**",
"1400000US18097320202","Census Tract 3202.02; Marion County; Indiana","1478","136","-","**","1568","233","1486","270","1634","929","-","**","-","**",
"1400000US18097320203","Census Tract 3202.03; Marion County; Indiana","1092","32","-","**","1002","60","1179","54","-","**","-","**","-","**",
"1400000US18097320205","Census Tract 3202.05; Marion County; Indiana","1328","153","-","**","999","163","1709","77","-","**","-","**","-","**",
"1400000US18097320206","Census Tract 3202.06; Marion County; Indiana","1154","77","1059","469","1187","186","1213","129","1488","410","-","**","-","**",
"1400000US18097320301","Census Tract 3203.01; Marion County; Indiana","1716","52","-","**","1712","123","1691","62","-","**","-","**","-","**",
"1400000US18097320303","Census Tract 3203.03; Marion County; Indiana","1263","106","-","**","1053","62","1486","141","1731","35","-","**","-","**",
"1400000US18097320305","Census Tract 3203.05; Marion County; Indiana","1356","44","-","**","-","**","1356","44","-","**","-","**","-","**",
"1400000US18097320306","Census Tract 3203.06; Marion County; Indiana","1470","95","-","**","1347","56","1789","81","-","**","-","**","-","**",
"1400000US18097320400","Census Tract 3204; Marion County; Indiana","1297","97","-","**","948","189","1335","73","1492","199","-","**","-","**",
"1400000US18097320500","Census Tract 3205; Marion County; Indiana","1134","78","-","**","850","462","1130","29","1610","241","-","**","-","**",
"1400000US18097320600","Census Tract 3206; Marion County; Indiana","1553","224","-","**","-","**","1670","137","1515","231","-","**","-","**",
"1400000US18097320700","Census Tract 3207; Marion County; Indiana","1631","147","1766","336","1571","180","1665","420","-","**","-","**","-","**",
"1400000US18097320800","Census Tract 3208; Marion County; Indiana","1794","1266","-","**","-","**","1583","371","-","**","-","**","-","**",
"1400000US18097320901","Census Tract 3209.01; Marion County; Indiana","970","66","-","**","954","84","989","114","-","**","-","**","-","**",
"1400000US18097320902","Census Tract 3209.02; Marion County; Indiana","1128","91","972","57","1051","106","1234","176","1707","275","1625","989","-","**",
"1400000US18097320903","Census Tract 3209.03; Marion County; Indiana","980","32","-","**","1005","90","967","31","1100","125","-","**","-","**",
"1400000US18097321001","Census Tract 3210.01; Marion County; Indiana","-","**","-","**","-","**","1731","81","1679","310","-","**","-","**",
"1400000US18097321002","Census Tract 3210.02; Marion County; Indiana","1371","173","-","**","1027","368","1514","221","1375","538","-","**","-","**",
"1400000US18097321100","Census Tract 3211; Marion County; Indiana","925","454","-","**","264","82","1119","94","1458","215","-","**","-","**",
"1400000US18097321200","Census Tract 3212; Marion County; Indiana","1442","97","-","**","1330","304","1354","177","1915","310","-","**","-","**",
"1400000US18097321300","Census Tract 3213; Marion County; Indiana","1539","142","-","**","1680","157","1488","130","-","**","-","**","-","**",
"1400000US18097321400","Census Tract 3214; Marion County; Indiana","1212","87","-","**","1133","96","1212","155","1820","370","-","**","-","**",
"1400000US18097321600","Census Tract 3216; Marion County; Indiana","1269","118","-","**","1025","137","1250","149","-","**","-","**","-","**",
"1400000US18097321700","Census Tract 3217; Marion County; Indiana","1466","287","-","**","-","**","1457","221","1716","386","-","**","-","**",
"1400000US18097321800","Census Tract 3218; Marion County; Indiana","1429","531","-","**","1038","293","1521","365","2571","1182","-","**","-","**",
"1400000US18097321900","Census Tract 3219; Marion County; Indiana","1906","306","-","**","-","**","1750","172","1557","565","2292","86","-","**",
"1400000US18097322000","Census Tract 3220; Marion County; Indiana","1135","58","-","**","931","185","1127","64","1163","403","1389","55","-","**",
"1400000US18097322100","Census Tract 3221; Marion County; Indiana","1238","138","-","**","1065","109","1216","136","1701","90","-","**","-","**",
"1400000US18097322200","Census Tract 3222; Marion County; Indiana","1220","105","-","**","-","**","1184","94","1452","252","-","**","-","**",
"1400000US18097322300","Census Tract 3223; Marion County; Indiana","1304","491","-","**","1431","299","1879","246","1203","388","-","**","-","**",
