"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","1190","418","-","**","-","**","972","120","1083","767","-","**","-","**",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1010","129","-","**","806","84","1211","97","1313","630","-","**","-","**",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","888","72","-","**","702","575","964","87","-","**","1700","537","-","**",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","958","34","824","54","875","57","1047","75","-","**","-","**","-","**",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1104","62","-","**","-","**","1048","82","1346","418","-","**","-","**",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","982","72","-","**","790","43","1041","69","1250","332","-","**","-","**",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","964","53","-","**","778","66","1008","80","1380","29","-","**","-","**",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1086","105","-","**","814","128","1092","54","1475","210","-","**","-","**",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","855","103","1263","845","619","42","857","25","1648","387","-","**","-","**",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","1024","439","-","**","366","35","768","192","1449","438","1601","284","-","**",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","728","72","-","**","631","20","882","139","927","300","-","**","-","**",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","736","25","-","**","566","524","705","26","1041","82","1367","515","-","**",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","972","137","-","**","-","**","867","152","1342","96","-","**","-","**",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","941","37","-","**","734","26","991","57","1278","235","-","**","-","**",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1166","187","-","**","692","44","974","98","1173","221","-","**","-","**",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1330","113","-","**","-","**","-","**","1212","219","1495","306","-","**",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","773","65","680","148","696","48","886","130","1140","267","-","**","-","**",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","1009","80","-","**","860","157","1027","105","1059","514","-","**","-","**",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1056","71","842","44","693","181","1152","94","1179","116","-","**","-","**",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1627","274","-","**","-","**","1616","222","2365","393","1151","60","-","**",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","887","55","675","54","689","94","981","49","1183","308","-","**","-","**",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","243","53","-","**","224","16","-","**","921","381","-","**","-","**",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","1154","51","-","**","1109","48","1274","149","-","**","-","**","-","**",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","845","29","638","19","777","12","976","23","1278","206","-","**","-","**",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","938","65","592","33","817","53","1098","148","1529","561","-","**","-","**",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1347","67","-","**","1152","89","1371","32","-","**","-","**","-","**",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","976","31","-","**","886","25","1100","36","1454","180","-","**","-","**",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","1221","95","-","**","995","109","1392","118","-","**","-","**","-","**",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","969","46","863","42","809","50","974","50","1206","156","-","**","-","**",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","915","79","-","**","514","220","1042","95","1119","186","-","**","-","**",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1126","102","-","**","793","735","1153","190","1174","102","-","**","-","**",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1302","98","-","**","1000","232","1315","191","-","**","-","**","-","**",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1361","1237","-","**","-","**","-","**","-","**","2833","892","-","**",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","911","43","-","**","783","215","909","44","1617","643","-","**","-","**",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","885","46","789","238","804","36","1038","112","1289","167","-","**","-","**",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","855","55","-","**","789","66","825","56","981","81","-","**","-","**",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1003","319","-","**","621","79","1153","525","1085","208","-","**","-","**",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","1102","95","-","**","699","655","1080","86","-","**","-","**","-","**",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","800","121","-","**","330","75","890","56","1110","30","-","**","-","**",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","1408","154","-","**","-","**","1377","164","1648","185","-","**","-","**",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1206","116","-","**","1149","105","1189","122","1622","661","-","**","-","**",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","985","86","-","**","790","96","963","57","1553","395","-","**","-","**",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","938","54","-","**","835","139","954","44","1083","434","-","**","-","**",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","1031","163","759","424","-","**","1035","124","1357","273","-","**","-","**",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","940","279","-","**","820","143","893","340","1852","267","-","**","-","**",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1409","223","-","**","-","**","1125","174","1355","93","2159","727","2763","165",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","1016","181","-","**","828","48","1084","73","988","306","1132","211","1719","949",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1158","165","-","**","-","**","1063","236","1234","215","-","**","-","**",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1078","100","-","**","-","**","970","112","1205","137","-","**","-","**",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1345","191","-","**","850","56","1554","263","1330","192","-","**","-","**",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","857","115","616","45","750","60","903","111","1092","175","-","**","-","**",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","786","56","-","**","682","33","813","103","977","61","-","**","-","**",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","788","53","-","**","686","38","870","75","943","158","-","**","-","**",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1109","390","-","**","-","**","-","**","-","**","1372","101","-","**",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","998","80","-","**","846","91","1004","86","1212","329","-","**","-","**",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","954","46","918","526","845","29","1023","78","1133","18","1480","270","-","**",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","864","38","617","48","761","40","1000","84","1105","113","-","**","-","**",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","-","**","-","**","-","**","-","**","1434","193","-","**","-","**",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1750","1023","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","1313","178","-","**","-","**","-","**","1558","263","-","**","-","**",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","735","46","445","154","-","**","665","85","1071","334","1614","238","-","**",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","1373","68","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1531","278","-","**","-","**","-","**","1424","91","1783","529","-","**",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1375","129","-","**","-","**","1319","112","-","**","-","**","-","**",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","1400","184","-","**","2616","283","1435","934","1341","152","-","**","-","**",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","996","244","-","**","898","104","-","**","1035","363","-","**","-","**",
