"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total","Margin of Error!!Median gross rent --!!Total","Estimate!!Median gross rent --!!Total!!No bedroom","Margin of Error!!Median gross rent --!!Total!!No bedroom","Estimate!!Median gross rent --!!Total!!1 bedroom","Margin of Error!!Median gross rent --!!Total!!1 bedroom","Estimate!!Median gross rent --!!Total!!2 bedrooms","Margin of Error!!Median gross rent --!!Total!!2 bedrooms","Estimate!!Median gross rent --!!Total!!3 bedrooms","Margin of Error!!Median gross rent --!!Total!!3 bedrooms","Estimate!!Median gross rent --!!Total!!4 bedrooms","Margin of Error!!Median gross rent --!!Total!!4 bedrooms","Estimate!!Median gross rent --!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total!!5 or more bedrooms",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","1255","447","-","**","-","**","986","393","1063","134","2591","2162","-","**",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1026","102","1381","1372","721","138","1166","86","1115","152","-","**","-","**",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","840","40","-","**","676","303","857","63","-","**","1549","706","-","**",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","862","38","-","**","773","48","961","76","-","**","-","**","-","**",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1065","71","-","**","-","**","1035","95","1102","80","-","**","-","**",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","898","64","-","**","765","23","970","73","1378","81","-","**","-","**",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","870","86","-","**","695","29","1032","57","1304","1169","-","**","-","**",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1154","90","-","**","676","62","1155","80","1239","148","1335","121","-","**",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","822","62","771","402","629","65","844","33","898","161","-","**","-","**",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","736","294","-","**","341","50","751","211","1304","308","1689","285","-","**",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","665","44","-","**","598","27","767","52","1285","167","-","**","-","**",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","747","64","-","**","-","**","674","28","959","140","1275","444","-","**",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","805","103","-","**","-","**","748","93","1219","262","-","**","-","**",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","854","52","-","**","701","37","910","38","1074","212","-","**","-","**",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1071","186","-","**","630","10","869","40","1226","171","-","**","-","**",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1320","110","-","**","-","**","-","**","1229","267","1395","45","-","**",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","739","39","711","35","618","49","782","48","948","198","-","**","-","**",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","899","67","-","**","737","121","913","68","1425","498","-","**","-","**",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","805","145","-","**","683","14","854","21","1076","155","-","**","-","**",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1581","222","-","**","-","**","1645","99","2208","1019","1238","217","-","**",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","844","33","632","50","644","55","916","54","1197","139","-","**","-","**",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","-","**","-","**","224","15","862","64","913","644","-","**","-","**",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","1236","125","967","166","1057","123","1361","98","1721","138","-","**","-","**",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","784","20","613","27","735","11","929","20","1181","411","-","**","-","**",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","932","53","536","168","785","39","1054","132","1299","242","-","**","-","**",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1243","79","-","**","1153","62","1297","82","1469","306","-","**","-","**",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","920","36","-","**","845","22","1013","52","1152","37","-","**","-","**",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","946","56","-","**","858","20","1160","64","-","**","-","**","-","**",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","895","75","-","**","723","20","894","74","1130","75","1339","545","-","**",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","867","82","-","**","-","**","951","151","1326","86","-","**","-","**",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1089","130","-","**","-","**","1011","136","1223","233","-","**","-","**",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","995","173","-","**","904","407","1220","383","-","**","-","**","-","**",
