"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","1081","58","-","**","931","37","1222","74","1460","171","-","**","-","**",
"1400000US18097320305","Census Tract 3203.05, Marion County, Indiana","1210","567","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097320306","Census Tract 3203.06, Marion County, Indiana","1370","129","-","**","1157","38","1558","145","-","**","-","**","-","**",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1068","121","-","**","817","92","1106","78","1405","69","-","**","-","**",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","991","74","-","**","514","177","1012","104","1279","128","-","**","-","**",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1095","203","-","**","-","**","1291","356","1113","94","-","**","-","**",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1432","151","1677","177","1324","141","1509","807","-","**","-","**","-","**",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","-","**","-","**","-","**","1359","974","-","**","-","**","-","**",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","890","69","-","**","834","55","929","43","-","**","-","**","-","**",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","965","42","854","12","881","73","1037","74","1360","131","1542","572","-","**",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","880","23","-","**","875","46","868","19","1081","56","-","**","-","**",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","1008","592","-","**","-","**","1137","199","1175","180","-","**","-","**",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","1289","124","-","**","1086","43","1282","136","1375","274","-","**","-","**",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","791","130","-","**","247","204","966","79","1319","157","-","**","-","**",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","1553","326","-","**","774","301","1625","370","1698","363","-","**","-","**",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1360","66","-","**","1217","157","1360","65","1657","253","-","**","-","**",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","1160","94","-","**","897","173","1162","59","1412","135","-","**","-","**",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","1087","53","-","**","962","100","1093","51","1138","98","-","**","-","**",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","1244","200","-","**","-","**","1299","111","1523","605","-","**","-","**",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1173","212","-","**","1005","516","1139","186","2133","379","-","**","-","**",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1425","156","-","**","-","**","1217","481","1399","47","2306","1425","2630","1891",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","983","81","-","**","967","166","974","105","1026","228","1029","154","-","**",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1143","139","-","**","-","**","1061","218","1485","286","-","**","-","**",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1100","135","-","**","793","47","1056","126","1256","265","-","**","-","**",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1171","441","-","**","-","**","1577","212","979","333","-","**","-","**",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","846","102","589","236","753","79","952","63","1212","345","-","**","-","**",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","859","42","1528","1407","741","38","940","156","957","170","-","**","-","**",
"1400000US18097322601","Census Tract 3226.01, Marion County, Indiana","881","91","-","**","699","142","931","88","1090","287","-","**","-","**",
"1400000US18097322602","Census Tract 3226.02, Marion County, Indiana","930","91","-","**","812","85","1096","35","-","**","-","**","-","**",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","100-","***","-","**","100-","***","-","**","1355","72","-","**","-","**",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","1224","101","-","**","871","246","1181","64","1481","370","-","**","-","**",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","1022","62","906","793","931","31","1131","17","1151","88","-","**","-","**",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","971","55","696","367","855","36","1162","92","1025","175","-","**","-","**",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","1702","193","-","**","-","**","-","**","1681","225","-","**","-","**",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","1493","210","-","**","-","**","-","**","1645","181","-","**","-","**",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","1701","202","-","**","-","**","-","**","1700","136","1795","325","-","**",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","1182","1050","-","**","-","**","1313","440","-","**","-","**","-","**",
"1400000US18097330210","Census Tract 3302.10, Marion County, Indiana","963","97","-","**","-","**","866","39","1245","1095","-","**","-","**",
"1400000US18097330211","Census Tract 3302.11, Marion County, Indiana","745","96","-","**","-","**","730","64","895","368","1307","1293","-","**",
"1400000US18097330212","Census Tract 3302.12, Marion County, Indiana","1713","339","-","**","-","**","-","**","1713","339","-","**","-","**",
"1400000US18097330213","Census Tract 3302.13, Marion County, Indiana","1421","114","-","**","-","**","1799","756","1368","20","-","**","-","**",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","970","20","-","**","-","**","1153","352","958","15","-","**","-","**",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","865","123","-","**","542","68","823","79","1196","289","-","**","-","**",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","979","56","-","**","788","47","948","25","1081","41","-","**","-","**",
"1400000US18097330701","Census Tract 3307.01, Marion County, Indiana","773","14","-","**","729","84","775","15","1036","457","-","**","-","**",
"1400000US18097330702","Census Tract 3307.02, Marion County, Indiana","789","140","-","**","-","**","727","284","1008","372","-","**","-","**",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","901","82","-","**","696","98","834","143","962","31","1031","167","-","**",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","766","67","-","**","553","198","696","115","1175","234","-","**","-","**",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","795","40","492","100","645","141","808","41","1083","186","-","**","-","**",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","868","39","-","**","814","52","802","53","1100","175","-","**","-","**",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","976","283","-","**","737","111","1063","342","1140","249","-","**","-","**",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","1227","270","-","**","-","**","965","178","1317","247","1602","644","-","**",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","892","182","-","**","-","**","886","345","888","183","-","**","-","**",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","857","31","689","20","817","33","984","86","1161","129","-","**","-","**",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","917","53","-","**","727","25","958","56","1151","51","-","**","-","**",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","1041","123","759","136","959","129","1101","89","1328","251","-","**","-","**",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","1703","721","2270","330","-","**","1127","57","1170","394","-","**","-","**",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","1409","116","-","**","-","**","1263","565","1450","219","1602","287","-","**",
"1400000US18097340115","Census Tract 3401.15, Marion County, Indiana","931","38","862","146","858","32","999","91","1069","115","-","**","-","**",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","1079","92","-","**","-","**","871","137","1154","47","-","**","-","**",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","904","38","861","89","822","65","921","37","1125","222","-","**","-","**",
"1400000US18097340301","Census Tract 3403.01, Marion County, Indiana","890","279","-","**","-","**","847","9","1112","33","-","**","-","**",
"1400000US18097340302","Census Tract 3403.02, Marion County, Indiana","822","70","-","**","693","34","827","44","1240","207","-","**","-","**",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","918","57","-","**","813","206","957","20","871","116","-","**","-","**",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","879","67","-","**","817","47","1007","111","1067","151","-","**","-","**",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","1003","66","-","**","736","76","1019","73","1082","155","-","**","-","**",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","941","113","-","**","-","**","599","392","1062","114","-","**","-","**",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","1362","92","-","**","-","**","1284","292","1478","355","-","**","-","**",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","898","599","-","**","-","**","848","10","1500","256","-","**","-","**",
"1400000US18097340903","Census Tract 3409.03, Marion County, Indiana","853","92","-","**","783","38","1130","86","-","**","-","**","-","**",
"1400000US18097340904","Census Tract 3409.04, Marion County, Indiana","919","108","480","153","902","224","1007","123","-","**","-","**","-","**",
"1400000US18097341000","Census Tract 3410, Marion County, Indiana","1026","128","-","**","-","**","1000","152","-","**","-","**","-","**",
"1400000US18097341100","Census Tract 3411, Marion County, Indiana","934","91","-","**","698","116","955","60","-","**","-","**","-","**",
"1400000US18097341200","Census Tract 3412, Marion County, Indiana","938","93","-","**","582","162","888","97","1025","181","-","**","-","**",
"1400000US18097341600","Census Tract 3416, Marion County, Indiana","658","198","-","**","342","194","776","205","722","239","-","**","-","**",
"1400000US18097341701","Census Tract 3417.01, Marion County, Indiana","902","260","-","**","640","282","1085","68","815","200","-","**","-","**",
"1400000US18097341702","Census Tract 3417.02, Marion County, Indiana","872","55","-","**","660","73","849","28","1337","123","-","**","-","**",
"1400000US18097341902","Census Tract 3419.02, Marion County, Indiana","872","78","-","**","840","21","-","**","1179","268","-","**","-","**",
"1400000US18097341903","Census Tract 3419.03, Marion County, Indiana","791","55","569","174","763","79","798","63","1299","140","-","**","-","**",
"1400000US18097341904","Census Tract 3419.04, Marion County, Indiana","876","50","707","124","727","53","924","129","1217","455","-","**","-","**",
"1400000US18097342000","Census Tract 3420, Marion County, Indiana","1709","61","-","**","-","**","-","**","1722","51","-","**","-","**",
"1400000US18097342101","Census Tract 3421.01, Marion County, Indiana","1003","89","-","**","878","174","746","370","1136","50","-","**","-","**",
"1400000US18097342200","Census Tract 3422, Marion County, Indiana","877","70","-","**","794","424","841","95","1076","184","-","**","-","**",
"1400000US18097342300","Census Tract 3423, Marion County, Indiana","919","87","-","**","784","159","943","19","790","469","1125","555","-","**",
"1400000US18097342400","Census Tract 3424, Marion County, Indiana","799","286","-","**","-","**","772","84","1016","116","-","**","-","**",
"1400000US18097342500","Census Tract 3425, Marion County, Indiana","978","94","-","**","668","74","873","134","1066","89","-","**","-","**",
"1400000US18097342600","Census Tract 3426, Marion County, Indiana","736","57","-","**","564","45","739","84","736","184","-","**","-","**",
"1400000US18097350100","Census Tract 3501, Marion County, Indiana","843","32","-","**","822","144","759","189","857","16","-","**","-","**",
"1400000US18097350300","Census Tract 3503, Marion County, Indiana","763","135","640","182","646","193","869","69","-","**","-","**","-","**",
"1400000US18097350400","Census Tract 3504, Marion County, Indiana","815","270","-","**","695","40","1051","346","1145","200","-","**","-","**",
"1400000US18097350500","Census Tract 3505, Marion County, Indiana","749","83","-","**","688","278","791","103","843","171","-","**","-","**",
"1400000US18097350600","Census Tract 3506, Marion County, Indiana","957","137","-","**","885","811","753","413","1069","94","-","**","-","**",
"1400000US18097350700","Census Tract 3507, Marion County, Indiana","913","162","-","**","-","**","797","104","1077","84","-","**","-","**",
"1400000US18097350800","Census Tract 3508, Marion County, Indiana","863","77","-","**","586","385","850","51","945","216","-","**","-","**",
"1400000US18097350900","Census Tract 3509, Marion County, Indiana","866","107","-","**","525","464","836","452","1141","224","1054","652","-","**",
"1400000US18097351000","Census Tract 3510, Marion County, Indiana","788","260","-","**","679","41","793","263","1552","646","-","**","-","**",
"1400000US18097351200","Census Tract 3512, Marion County, Indiana","855","195","-","**","633","81","934","58","817","312","-","**","-","**",
"1400000US18097351500","Census Tract 3515, Marion County, Indiana","1030","86","642","118","971","44","1098","122","1230","190","-","**","-","**",
"1400000US18097351600","Census Tract 3516, Marion County, Indiana","1212","502","-","**","895","260","1618","384","1366","726","-","**","-","**",
"1400000US18097351700","Census Tract 3517, Marion County, Indiana","845","325","-","**","652","284","1416","241","829","732","1667","202","-","**",
"1400000US18097351900","Census Tract 3519, Marion County, Indiana","1069","46","-","**","-","**","1038","134","1087","46","1148","333","-","**",
"1400000US18097352100","Census Tract 3521, Marion County, Indiana","934","146","-","**","825","658","921","178","1008","294","1188","835","-","**",
"1400000US18097352300","Census Tract 3523, Marion County, Indiana","924","231","-","**","-","**","673","19","1064","99","-","**","-","**",
"1400000US18097352400","Census Tract 3524, Marion County, Indiana","991","68","-","**","794","69","958","79","1101","107","1037","186","-","**",
"1400000US18097352500","Census Tract 3525, Marion County, Indiana","813","163","-","**","596","204","919","56","690","468","-","**","-","**",
"1400000US18097352600","Census Tract 3526, Marion County, Indiana","977","47","-","**","758","139","1034","201","967","34","1306","253","-","**",
"1400000US18097352700","Census Tract 3527, Marion County, Indiana","896","344","-","**","672","19","1265","573","1089","919","-","**","-","**",
"1400000US18097352800","Census Tract 3528, Marion County, Indiana","890","106","-","**","932","259","852","233","906","197","-","**","-","**",
"1400000US18097353300","Census Tract 3533, Marion County, Indiana","855","33","679","44","866","43","928","134","1216","383","-","**","-","**",
"1400000US18097353500","Census Tract 3535, Marion County, Indiana","1089","49","1086","107","938","49","1163","34","2095","1483","-","**","-","**",
"1400000US18097353600","Census Tract 3536, Marion County, Indiana","1073","62","-","**","1088","44","995","230","990","189","-","**","-","**",
"1400000US18097354201","Census Tract 3542.01, Marion County, Indiana","1332","118","1297","381","1308","112","1740","328","-","**","-","**","-","**",
"1400000US18097354202","Census Tract 3542.02, Marion County, Indiana","1238","104","1123","67","1145","195","1415","164","-","**","-","**","-","**",
"1400000US18097354400","Census Tract 3544, Marion County, Indiana","907","95","-","**","850","96","889","471","1333","330","-","**","-","**",
"1400000US18097354500","Census Tract 3545, Marion County, Indiana","930","58","-","**","723","75","966","44","1258","145","1318","102","-","**",
"1400000US18097354700","Census Tract 3547, Marion County, Indiana","830","84","625","129","793","494","825","79","1017","306","-","**","-","**",
"1400000US18097354800","Census Tract 3548, Marion County, Indiana","796","144","-","**","-","**","889","221","795","386","-","**","-","**",
"1400000US18097354900","Census Tract 3549, Marion County, Indiana","761","142","-","**","699","197","699","141","1003","101","-","**","-","**",
"1400000US18097355000","Census Tract 3550, Marion County, Indiana","717","65","659","122","625","31","818","159","903","297","-","**","-","**",
"1400000US18097355100","Census Tract 3551, Marion County, Indiana","753","341","-","**","482","27","899","109","1002","275","1193","427","-","**",
"1400000US18097355300","Census Tract 3553, Marion County, Indiana","881","53","-","**","722","49","940","60","850","89","-","**","-","**",
"1400000US18097355400","Census Tract 3554, Marion County, Indiana","755","84","529","214","704","246","837","421","1121","73","-","**","-","**",
"1400000US18097355500","Census Tract 3555, Marion County, Indiana","959","104","-","**","-","**","845","173","1000","144","-","**","-","**",
"1400000US18097355600","Census Tract 3556, Marion County, Indiana","898","158","-","**","821","169","890","176","1091","208","-","**","-","**",
"1400000US18097355700","Census Tract 3557, Marion County, Indiana","870","43","-","**","832","68","867","56","1111","339","-","**","-","**",
"1400000US18097355900","Census Tract 3559, Marion County, Indiana","1022","136","-","**","919","97","-","**","1165","91","-","**","-","**",
"1400000US18097356200","Census Tract 3562, Marion County, Indiana","1486","88","1279","145","1425","87","1736","106","2650","849","-","**","-","**",
"1400000US18097356400","Census Tract 3564, Marion County, Indiana","963","63","-","**","675","404","939","86","1034","93","-","**","-","**",
"1400000US18097356900","Census Tract 3569, Marion County, Indiana","806","97","-","**","598","285","1129","97","856","162","-","**","-","**",
"1400000US18097357000","Census Tract 3570, Marion County, Indiana","883","145","-","**","875","303","848","40","1190","173","-","**","-","**",
"1400000US18097357100","Census Tract 3571, Marion County, Indiana","1081","84","-","**","1170","353","950","239","1102","76","-","**","-","**",
"1400000US18097357200","Census Tract 3572, Marion County, Indiana","893","134","-","**","643","144","950","277","1083","356","-","**","-","**",
"1400000US18097357300","Census Tract 3573, Marion County, Indiana","373","212","-","**","336","78","-","**","983","640","-","**","-","**",
"1400000US18097357400","Census Tract 3574, Marion County, Indiana","858","45","-","**","-","**","841","70","882","142","1200","895","-","**",
"1400000US18097357500","Census Tract 3575, Marion County, Indiana","1046","231","-","**","838","87","873","113","1182","103","-","**","-","**",
"1400000US18097357601","Census Tract 3576.01, Marion County, Indiana","922","197","-","**","-","**","866","261","1091","131","-","**","-","**",
"1400000US18097357602","Census Tract 3576.02, Marion County, Indiana","863","307","-","**","-","**","869","540","-","**","-","**","-","**",
"1400000US18097357800","Census Tract 3578, Marion County, Indiana","771","105","-","**","746","182","749","138","1175","202","-","**","-","**",
"1400000US18097357900","Census Tract 3579, Marion County, Indiana","797","252","-","**","718","94","984","366","965","122","-","**","-","**",
"1400000US18097358000","Census Tract 3580, Marion County, Indiana","927","284","-","**","612","38","943","223","944","244","1324","186","-","**",
"1400000US18097358100","Census Tract 3581, Marion County, Indiana","951","61","-","**","-","**","908","66","1165","106","-","**","-","**",
"1400000US18097360101","Census Tract 3601.01, Marion County, Indiana","776","66","-","**","530","173","773","56","1006","558","-","**","-","**",
"1400000US18097360102","Census Tract 3601.02, Marion County, Indiana","904","76","-","**","817","429","962","544","913","105","-","**","-","**",
"1400000US18097360201","Census Tract 3602.01, Marion County, Indiana","841","77","-","**","689","42","847","23","1142","80","950","660","-","**",
"1400000US18097360202","Census Tract 3602.02, Marion County, Indiana","1267","174","-","**","-","**","-","**","1295","157","-","**","-","**",
"1400000US18097360301","Census Tract 3603.01, Marion County, Indiana","1043","112","-","**","-","**","921","326","1110","67","-","**","-","**",
"1400000US18097360302","Census Tract 3603.02, Marion County, Indiana","860","76","-","**","-","**","786","38","1188","160","821","542","-","**",
"1400000US18097360401","Census Tract 3604.01, Marion County, Indiana","820","141","-","**","690","28","907","112","1086","380","-","**","-","**",
"1400000US18097360402","Census Tract 3604.02, Marion County, Indiana","828","594","-","**","-","**","745","388","-","**","1070","130","-","**",
"1400000US18097360405","Census Tract 3604.05, Marion County, Indiana","891","83","-","**","760","113","931","71","1471","408","-","**","-","**",
"1400000US18097360406","Census Tract 3604.06, Marion County, Indiana","604","64","-","**","597","65","676","156","-","**","-","**","-","**",
"1400000US18097360407","Census Tract 3604.07, Marion County, Indiana","828","118","759","453","685","110","728","9","1281","490","-","**","-","**",
"1400000US18097360501","Census Tract 3605.01, Marion County, Indiana","1272","439","-","**","769","15","899","97","1377","127","1924","295","-","**",
"1400000US18097360502","Census Tract 3605.02, Marion County, Indiana","1118","116","-","**","-","**","1008","204","1178","593","-","**","-","**",
"1400000US18097360601","Census Tract 3606.01, Marion County, Indiana","1222","369","-","**","-","**","1075","444","1338","98","-","**","-","**",
"1400000US18097360602","Census Tract 3606.02, Marion County, Indiana","861","55","-","**","758","35","929","116","1048","791","-","**","-","**",
"1400000US18097360700","Census Tract 3607, Marion County, Indiana","919","262","-","**","629","15","921","115","1125","578","-","**","-","**",
"1400000US18097360800","Census Tract 3608, Marion County, Indiana","831","36","727","89","820","33","796","42","968","29","-","**","-","**",
"1400000US18097360900","Census Tract 3609, Marion County, Indiana","836","120","-","**","-","**","905","86","1011","254","-","**","-","**",
"1400000US18097361000","Census Tract 3610, Marion County, Indiana","775","261","-","**","689","68","933","292","1058","561","-","**","-","**",
"1400000US18097361100","Census Tract 3611, Marion County, Indiana","668","39","440","40","651","42","935","245","1158","105","-","**","-","**",
"1400000US18097361200","Census Tract 3612, Marion County, Indiana","919","71","-","**","790","277","935","109","1332","925","-","**","-","**",
"1400000US18097361300","Census Tract 3613, Marion County, Indiana","955","55","-","**","-","**","943","117","969","129","-","**","-","**",
"1400000US18097361401","Census Tract 3614.01, Marion County, Indiana","1078","106","-","**","809","241","-","**","1115","96","-","**","-","**",
"1400000US18097361402","Census Tract 3614.02, Marion County, Indiana","985","82","-","**","-","**","1008","115","-","**","-","**","-","**",
"1400000US18097361601","Census Tract 3616.01, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097361602","Census Tract 3616.02, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097370201","Census Tract 3702.01, Marion County, Indiana","914","68","-","**","656","199","920","375","1014","100","-","**","-","**",
"1400000US18097370203","Census Tract 3702.03, Marion County, Indiana","1075","89","-","**","688","296","664","123","1156","89","-","**","-","**",
"1400000US18097370204","Census Tract 3702.04, Marion County, Indiana","868","57","-","**","779","24","847","67","1039","198","-","**","-","**",
"1400000US18097370303","Census Tract 3703.03, Marion County, Indiana","1284","166","-","**","800","111","1257","246","1450","245","-","**","-","**",
"1400000US18097370304","Census Tract 3703.04, Marion County, Indiana","1642","131","-","**","-","**","-","**","1700","99","-","**","-","**",
"1400000US18097370305","Census Tract 3703.05, Marion County, Indiana","1121","48","-","**","1116","36","989","96","1338","113","-","**","-","**",
"1400000US18097370306","Census Tract 3703.06, Marion County, Indiana","1401","56","-","**","-","**","-","**","1359","40","1442","275","-","**",
"1400000US18097380101","Census Tract 3801.01, Marion County, Indiana","1145","365","-","**","936","42","1240","764","-","**","-","**","-","**",
"1400000US18097380102","Census Tract 3801.02, Marion County, Indiana","944","54","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097380103","Census Tract 3801.03, Marion County, Indiana","1288","399","-","**","-","**","1121","15","1719","131","-","**","-","**",
"1400000US18097380200","Census Tract 3802, Marion County, Indiana","778","54","921","299","590","60","825","59","1216","190","-","**","-","**",
"1400000US18097380301","Census Tract 3803.01, Marion County, Indiana","927","184","-","**","-","**","678","76","1105","51","-","**","-","**",
"1400000US18097380302","Census Tract 3803.02, Marion County, Indiana","935","176","-","**","869","93","736","281","-","**","-","**","-","**",
"1400000US18097380402","Census Tract 3804.02, Marion County, Indiana","798","46","-","**","719","146","814","46","1023","105","-","**","-","**",
"1400000US18097380403","Census Tract 3804.03, Marion County, Indiana","1054","62","-","**","715","23","1100","41","1058","115","1199","667","-","**",
"1400000US18097380404","Census Tract 3804.04, Marion County, Indiana","996","127","-","**","687","62","1085","56","1056","268","-","**","-","**",
"1400000US18097380501","Census Tract 3805.01, Marion County, Indiana","826","77","-","**","707","64","835","28","-","**","-","**","-","**",
"1400000US18097380502","Census Tract 3805.02, Marion County, Indiana","857","65","-","**","725","57","855","63","1210","188","-","**","-","**",
"1400000US18097380600","Census Tract 3806, Marion County, Indiana","836","34","-","**","767","51","828","41","945","212","1163","840","-","**",
"1400000US18097380700","Census Tract 3807, Marion County, Indiana","911","99","-","**","800","93","947","120","1269","152","-","**","-","**",
"1400000US18097380800","Census Tract 3808, Marion County, Indiana","1045","155","-","**","-","**","997","198","1250","202","1357","56","-","**",
