"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","1045","114","-","**","808","104","1146","68","1286","653","-","**","-","**",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","1027","183","-","**","-","**","970","77","1313","171","1148","639","-","**",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","932","83","737","57","775","204","1074","78","-","**","-","**","-","**",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","1101","61","-","**","-","**","1072","95","1263","403","-","**","-","**",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","975","66","-","**","867","89","1048","67","1367","354","-","**","-","**",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","954","99","-","**","835","38","1029","106","1451","177","-","**","-","**",
"1400000US18097310112","Census Tract 3101.12, Marion County, Indiana","1446","781","-","**","-","**","1047","405","-","**","2525","1711","-","**",
"1400000US18097310113","Census Tract 3101.13, Marion County, Indiana","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","1153","101","-","**","828","396","1121","79","1516","222","-","**","-","**",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","913","95","-","**","641","65","888","68","1584","526","-","**","-","**",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","862","491","-","**","382","186","773","288","1352","423","1692","191","-","**",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","746","62","-","**","645","38","846","191","930","132","-","**","-","**",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","778","63","-","**","655","477","690","63","983","67","1375","700","-","**",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","1183","243","-","**","-","**","744","157","1322","109","-","**","-","**",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","933","77","-","**","719","37","1042","83","1257","691","-","**","-","**",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","1005","329","-","**","-","**","957","26","1300","170","-","**","-","**",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","1340","117","-","**","-","**","-","**","1269","285","-","**","-","**",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","826","73","725","229","737","110","901","164","1148","81","-","**","-","**",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","1049","91","-","**","1004","149","1013","110","1281","303","-","**","-","**",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","968","64","840","25","805","214","968","84","1258","126","-","**","-","**",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1335","878","-","**","-","**","-","**","2375","292","-","**","-","**",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","951","49","710","88","761","91","1078","54","1131","12","-","**","-","**",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","-","**","-","**","227","44","-","**","-","**","-","**","-","**",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","1173","51","-","**","1138","62","1297","165","-","**","-","**","-","**",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","870","31","658","32","805","23","982","28","-","**","-","**","-","**",
"1400000US18097320205","Census Tract 3202.05, Marion County, Indiana","1074","188","-","**","829","39","1656","75","1880","284","-","**","-","**",
"1400000US18097320206","Census Tract 3202.06, Marion County, Indiana","857","30","828","286","792","38","969","44","1234","572","-","**","-","**",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","1423","110","-","**","1221","223","1422","72","-","**","-","**","-","**",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","1014","60","-","**","903","29","1156","63","1440","150","-","**","-","**",
"1400000US18097320305","Census Tract 3203.05, Marion County, Indiana","1173","151","-","**","-","**","-","**","-","**","-","**","-","**",
"1400000US18097320306","Census Tract 3203.06, Marion County, Indiana","1263","160","-","**","1116","52","1475","139","-","**","-","**","-","**",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","1035","93","-","**","789","55","1070","62","1281","120","-","**","-","**",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","972","43","-","**","536","194","984","92","1236","166","-","**","-","**",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","1110","146","-","**","858","622","1194","218","1132","111","-","**","-","**",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1401","312","-","**","1300","431","1204","600","-","**","-","**","-","**",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","1810","590","-","**","-","**","-","**","-","**","2750","363","-","**",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","884","42","-","**","688","194","896","44","1636","1046","-","**","-","**",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","899","73","775","159","846","18","1040","90","1258","172","-","**","-","**",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","821","59","-","**","837","37","791","22","997","113","-","**","-","**",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","834","796","-","**","177","10","1106","364","1154","159","-","**","-","**",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","1182","158","-","**","930","454","1164","220","-","**","-","**","-","**",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","801","52","-","**","311","257","889","232","1089","120","-","**","-","**",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","1448","250","-","**","-","**","1360","231","1755","257","-","**","-","**",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","1327","88","-","**","1134","109","1318","91","1754","89","-","**","-","**",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","1034","109","-","**","808","141","1013","95","1611","264","-","**","-","**",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","971","43","-","**","916","169","969","37","1104","138","-","**","-","**",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","1122","203","-","**","-","**","1200","143","1504","517","-","**","-","**",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","1052","255","-","**","844","243","1084","151","2024","377","-","**","-","**",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","1565","525","-","**","-","**","1300","498","1419","419","2150","1476","2762","1419",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","978","97","-","**","843","25","967","80","1128","225","1145","655","-","**",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1152","104","-","**","-","**","1046","114","1402","178","-","**","-","**",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1053","96","-","**","-","**","969","101","1177","143","-","**","-","**",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","1220","412","-","**","-","**","1608","218","984","433","-","**","-","**",
